zip,total_education_count,hs_diploma,some_college,associates,bachelors,advanced_degree
32771,31851,8349,7118,2921,6034,3343
32773,19365,6340,4742,1912,2902,1166
32776,7542,2208,1715,424,1340,472
32778,14950,5919,3583,1114,1773,866
32779,20842,3295,3791,2084,6957,3853
32780,25070,7247,6279,2789,4276,1994
32784,7942,2966,1809,719,587,449
32789,17219,2743,2755,1285,5078,4458
32792,32664,7771,8382,3407,7267,3413
32796,15626,5611,3812,1845,1991,797
32798,2253,963,626,128,195,41
32801,9506,2165,1358,739,2819,1767
32803,13862,2621,2449,1701,4325,2465
32804,12941,2254,2486,1095,4166,2366
32805,14358,5143,2659,805,1521,492
32806,19593,5492,3621,1921,4722,2467
32807,21719,7206,3764,2749,2270,785
32808,30634,10618,6003,3245,2348,1249
32809,17464,6621,3490,1405,1764,861
32810,22704,6881,5655,2202,3692,1282
32811,22786,7341,4941,2628,3305,1090
32812,25195,6692,5767,3284,5080,1894
32814,4973,512,407,377,2010,1653
32817,19271,4829,3727,2178,4421,2215
32818,28624,10057,5992,2468,3247,1560
32819,18126,3676,3625,1997,4708,2796
32820,5333,1288,964,534,1021,764
32821,12660,3305,2559,1174,3497,1044
32822,37064,12568,7481,4136,4407,1546
32824,24601,6997,5660,2545,3978,1246
32825,38795,10143,8246,4397,8253,3490
32826,12598,2736,2027,1846,3037,1531
32827,4991,1120,904,371,1346,1022
32828,35353,6642,7402,4158,9878,5113
32829,12938,2612,2472,1862,2902,1671
32830,7,4,0,0,0,0
32831,2533,1113,426,57,53,18
32832,10142,1363,1821,1316,3408,1553
32833,6721,2236,1374,988,946,633
32835,27849,7199,5479,2801,6263,3693
32836,11579,1686,1624,1208,3885,2392
32837,35215,8927,8016,3354,7879,3142
32839,31099,10617,6181,2571,4340,1458
32901,17702,5383,4100,1480,2930,1386
32903,9959,2046,2138,706,2453,2221
32904,19812,6037,4213,2077,4002,2125
32905,16459,5774,3878,1785,2092,936
32907,28581,10050,6696,2605,3526,1715
32908,7143,2514,1854,945,753,192
32909,20980,7218,5289,2769,2265,1121
32920,8607,2445,2479,842,1339,928
32922,9617,3129,2240,998,845,549
32925,587,60,171,110,171,59
32926,16439,5352,4234,1865,1896,849
32927,17359,5927,4644,2001,2128,960
32931,11579,2540,2629,1315,2843,1909
32934,13288,3904,2749,1350,2073,2101
32935,29343,9318,7264,3175,3785,2397
32937,18759,4296,4123,2199,4170,2864
32940,25849,5311,5512,2655,6096,5019
32948,4343,1279,881,325,318,13
32949,2262,802,544,196,341,250
32950,2918,918,682,359,528,241
32951,9352,2092,1806,985,2678,1436
32952,14792,3835,2898,1604,3407,2215
32953,17232,4630,4198,2052,2973,1929
32955,26297,6106,5751,3674,5426,3404
32958,20116,6820,4893,1871,2748,1159
32960,15485,4558,3781,1227,2092,1235
32962,16272,5715,3310,1870,2129,873
32963,12909,1385,2115,854,4591,3691
32966,12847,4249,3155,1154,1892,1209
32967,13273,4381,2870,1236,1580,1076
32968,10299,2538,2243,1122,2391,1200
32970,336,204,53,0,42,37
32976,7744,3363,2004,330,586,186
33001,186,47,38,18,35,31
33004,11275,3454,2696,921,1557,766
33009,31888,8926,6310,2748,5502,3548
33010,34051,13363,3503,1758,3070,924
33012,55467,19659,6621,4057,5526,2650
33013,25712,10037,3120,1945,1911,586
33014,28658,9067,5923,2605,3772,1928
33015,43416,12065,9283,4930,7747,3361
33016,33733,12161,5804,2716,4671,1354
33018,32030,10282,5568,2719,4707,1788
33019,11395,2440,1966,856,2897,2498
33020,30410,10317,6820,2425,4704,2074
33021,34728,9385,7536,3155,6505,4188
33023,44556,15448,9563,4482,4951,1851
33024,47334,14081,10880,5387,6367,3348
33025,38735,9847,8849,5428,7840,3474
33026,21358,4379,4553,2288,5329,3622
33027,41435,9140,8163,4498,9835,5932
33028,18000,3319,3517,2144,4555,3327
33029,30398,6507,7173,3423,6407,4871
33030,20520,5533,3290,1338,1363,438
33031,4406,903,1121,305,705,704
33032,22623,6497,4473,2051,2965,1191
33033,31283,9000,6617,2193,3275,1220
33034,16359,4936,2492,619,634,325
33035,9015,2482,1473,1073,1647,737
33036,3332,1178,865,131,656,388
33037,10011,2539,1940,779,2058,1449
33039,244,31,20,21,0,0
33040,25173,7221,5700,2421,4219,2811
33042,5323,1455,1256,464,1090,774
33043,3718,1245,1029,248,595,263
33050,6352,1872,1503,738,1028,549
33051,608,111,171,42,155,129
33054,18139,6889,3244,1355,1638,429
33055,31106,12339,4676,2302,2739,1453
33056,22319,8475,4935,1511,2232,1138
33060,23200,7243,4626,2005,3295,1138
33062,19698,5055,3838,1210,5403,2915
33063,38894,13474,7986,3610,6188,2796
33064,38676,14405,6549,2817,4923,2552
33065,34402,9624,8907,3209,6017,2277
33066,13329,3705,2850,1158,2698,1716
33067,16894,2658,3103,1804,5512,3090
33068,31200,12074,5616,2557,3398,1073
33069,20232,7075,3792,1411,3299,1482
33070,3502,1059,846,396,659,400
33071,24869,5092,5430,2911,6720,3459
33073,19923,5888,3549,2338,5062,1939
33076,19298,2965,3441,1901,6946,3719
33101,0,0,0,0,0,0
33109,371,44,0,0,106,127
33122,0,0,0,0,0,0
33125,42775,15765,3706,2496,3664,1037
33126,35545,11578,4236,4030,4557,1651
33127,19369,6460,2521,1048,1546,321
33128,5651,1841,472,158,404,184
33129,10872,1523,1390,1072,2822,3151
33130,17816,5023,1504,1115,2981,1180
33131,12113,941,1225,658,4905,4144
33132,8500,1608,1359,642,2236,1833
33133,24338,4229,3474,1829,6703,5289
33134,31896,6312,4403,3331,7133,6505
33135,26909,9827,3082,1612,2567,1334
33136,9359,2878,1410,596,1000,433
33137,15855,4201,2679,1083,3073,2139
33138,20964,5045,3592,1562,3644,2652
33139,31432,5181,4687,2503,7888,6589
33140,16972,2724,2096,1326,4616,4670
33141,28246,7182,3859,3223,5783,3480
33142,35899,14563,4417,1396,1884,581
33143,23003,3612,3375,2185,6706,4935
33144,20500,5721,2525,1417,2364,999
33145,23638,6484,3042,1780,4641,2384
33146,7177,631,868,368,2375,2656
33147,28561,11164,5482,1992,1776,832
33149,8105,501,1008,472,3132,2803
33150,18357,6102,3333,1357,1440,949
33154,10341,1739,1746,781,3218,2183
33155,34469,8875,6385,2855,5647,4290
33156,22492,2891,2925,2000,6507,6814
33157,44652,11988,8402,3998,8332,4988
33158,4770,393,648,393,1639,1513
33160,31703,6351,6680,2600,7413,6568
33161,34755,10292,6974,2502,3969,1667
33162,30242,9435,5923,2943,3152,1780
33165,42320,14977,5113,3478,7481,3055
33166,16775,5012,2561,2040,2561,1389
33167,13311,4559,2739,1120,1106,498
33168,18070,5505,3043,1226,1666,1097
33169,24704,8952,5654,2167,2514,1287
33170,7770,3426,1168,610,786,347
33172,28288,8505,3351,2977,5271,1823
33173,25049,5502,4021,2404,6097,3186
33174,21311,6108,2229,2387,3576,1570
33175,39632,13006,5527,3592,6477,2707
33176,36530,8166,6280,3424,8927,6100
33177,38541,12561,7437,3030,5657,2145
33178,27105,4950,3363,2387,9861,5158
33179,29980,8418,6290,3474,5410,2819
33180,24285,4566,4349,1756,6467,5705
33181,12507,3130,2573,1247,2306,1778
33182,12322,3801,1660,1234,2239,952
33183,26483,7216,5117,3367,5254,1990
33184,15713,4051,1885,1506,3048,1299
33185,19174,3712,2993,2477,4291,2246
33186,48113,12068,8955,5783,10790,6332
33187,10854,2963,2235,952,2116,830
33189,16465,4840,3261,1986,2639,1287
33190,7517,1566,1935,1044,1246,767
33193,33259,8594,5865,3504,6797,2453
33194,6073,1509,951,794,694,424
33196,30174,7413,6468,3814,6998,2738
33301,11282,1392,1653,907,3892,2930
33304,15163,3394,2407,1594,3781,2379
33305,10295,2393,2157,720,2864,1661
33306,2858,579,699,199,641,636
33308,24681,4911,4521,1975,7071,4835
33309,25009,7370,4976,2893,3788,1542
33311,41951,15634,7217,2894,3020,1509
33312,37004,10773,7664,3075,5726,3194
33313,36539,13486,7127,3370,3433,1694
33314,15102,5162,3381,1197,2018,810
33315,9898,2399,2210,1030,2250,814
33316,8834,1573,1616,638,2448,1562
33317,25265,6493,5310,2299,5135,2668
33319,33578,10806,7233,3195,4834,2884
33321,35171,12037,8700,2256,6642,2624
33322,29527,8461,5796,2866,5614,3254
33323,14013,3866,2959,1687,3035,1529
33324,32834,7086,7090,3387,8527,5176
33325,19769,5095,3813,1981,4211,2752
33326,21938,3738,4020,2095,6858,4288
33327,13482,1124,2192,1148,5057,3700
33328,18510,4138,3845,1886,4543,3062
33330,9063,1670,2092,961,2082,1721
33331,15318,2853,2926,1623,4404,2642
33332,6387,871,1153,685,1553,1718
33334,21579,5973,5156,2035,3526,1643
33351,22924,6681,5099,2716,4392,1729
33401,17965,4821,3326,1437,3738,2304
33403,8835,2749,2159,713,907,612
33404,18205,5862,3729,1372,2639,1392
33405,14909,3906,2593,995,2508,1298
33406,17146,5702,3004,1516,2647,1132
33407,18224,5134,3592,1282,2493,1442
33408,14492,3409,2670,1219,4039,2429
33409,20363,6071,4124,1916,3061,1507
33410,25885,5772,5457,2330,6465,3767
33411,46040,12718,10774,4496,8179,5251
33412,9778,2415,1934,1009,2059,1473
33413,9729,3125,1741,966,1906,757
33414,35646,7400,7757,3782,8877,5848
33415,30927,11103,6269,2464,2909,1227
33417,22179,7728,4917,1392,2455,1635
33418,28413,5518,5834,2536,7297,6197
33426,15356,3921,3803,1691,2916,1432
33428,26939,7517,5436,3173,5695,2940
33430,13148,4242,1786,555,971,529
33431,11403,2276,2239,745,3318,2399
33432,15209,2810,2823,1556,4154,3075
33433,32405,6642,7335,2477,8716,5635
33434,16633,3187,3433,1036,4734,3104
33435,23418,7315,5320,1648,3144,1667
33436,32283,9708,7230,3208,6568,2962
33437,32946,8301,7483,2393,7394,5886
33438,245,150,46,17,0,0
33440,11854,4100,1719,630,1066,447
33441,19369,6586,3579,1694,3225,957
33442,22944,7805,4579,1720,4672,2207
33444,15570,3425,3119,1276,2990,1102
33445,23110,5576,4683,2089,4669,3162
33446,20375,5466,4199,1173,4653,3486
33449,7163,1395,1224,785,2004,1500
33455,16976,4884,3558,1599,3416,2055
33458,36721,7917,6749,2976,10541,5304
33460,20981,5109,3393,1436,2757,1289
33461,27512,8414,5420,1691,2809,1145
33462,22470,6998,4579,1568,3361,1842
33463,36099,11138,7348,3229,5088,1969
33467,37176,9701,7970,3179,8412,4841
33469,11979,2634,2106,1100,3735,1796
33470,17949,5862,3778,2168,2557,951
33471,5634,2611,843,203,344,115
33472,15622,4288,3353,1673,3347,2407
33473,4428,725,428,264,1454,1491
33476,4787,1364,779,196,415,90
33477,12047,2903,2369,796,3412,2293
33478,8676,2237,2103,1009,1836,1055
33480,8922,1174,1748,510,3127,2127
33483,10061,1788,1974,749,3092,1907
33484,21652,6731,4992,1285,4224,2313
33486,16467,3204,3101,1596,4819,3177
33487,13414,2446,2730,1026,4253,2346
33493,3882,1664,693,166,110,82
33496,17336,3213,3340,1013,5212,3695
33498,9749,1989,1784,825,2763,2037
33503,173,16,19,0,15,23
33510,17473,5912,4381,1638,2943,1178
33511,36282,9729,9967,3511,6994,3317
33513,8907,3324,1810,469,541,411
33514,1220,456,203,76,98,8
33521,472,314,41,27,4,0
33523,12340,4193,2561,859,1438,439
33525,12361,4511,2284,1195,1517,989
33527,9895,3393,1541,757,767,344
33534,8111,2615,1666,956,1034,255
33538,3612,1277,910,229,289,71
33540,7482,2868,1951,524,707,234
33541,16450,6972,3731,1233,1355,555
33542,16989,7322,3761,1265,1381,582
33543,14821,3372,3792,1626,3317,1878
33544,15911,3495,3499,1598,3685,2360
33545,9124,2417,2081,1138,2124,623
33547,13243,2969,2305,1151,3662,2194
33548,4690,864,974,400,1320,818
33549,10779,2768,2472,924,2141,1453
33556,14729,3651,2945,1613,3965,1946
33558,13757,3292,3035,1162,3917,1852
33559,10721,2330,2296,1138,2503,1763
33563,16280,6247,2968,1238,1154,687
33565,13000,4955,2779,920,985,620
33566,13158,4428,2372,879,1851,925
33567,7152,2433,1348,386,684,265
33569,16386,4160,4304,2012,3047,1404
33570,14516,4558,2776,1370,1567,747
33572,11299,2629,2835,1231,2398,1472
33573,18658,5486,4637,1424,3286,2561
33576,3078,1008,783,253,503,260
33578,28519,8020,6321,3693,5400,2517
33579,16860,3937,4296,1822,3906,1478
33584,17300,6032,3854,1874,2436,1016
33585,944,423,180,85,178,21
33592,7225,2944,1253,536,809,337
33594,22810,6596,5473,2411,4113,1934
33596,20032,3857,4395,2335,5691,2789
33597,5747,2357,1208,348,423,177
33598,8388,2212,1467,437,977,453
33602,9763,1476,1371,706,3312,2071
33603,13851,4422,2987,1027,2223,980
33604,25621,8983,5043,2150,3315,1226
33605,11852,4050,1973,648,1232,354
33606,10448,1098,1413,820,3873,2940
33607,17410,5560,2607,1283,2525,1295
33609,13157,2852,1888,1161,4309,2258
33610,24793,8714,5444,2161,1998,1220
33611,24018,5501,4309,2463,5650,4294
33612,29092,9968,6827,2317,2341,1470
33613,19199,5241,3808,1440,3287,1934
33614,32187,12203,5598,3260,3373,1435
33615,32420,10899,6190,2909,5203,1991
33616,9192,2844,1984,1055,1555,835
33617,26464,8002,5242,2571,4604,2940
33618,17974,3451,3820,1499,5135,3062
33619,22918,7933,4269,1461,2263,802
33620,24,3,21,0,0,0
33621,762,56,225,150,173,144
33624,27094,6412,5687,3135,6778,3282
33625,17150,4609,3429,1725,3997,1941
33626,18721,2391,3450,1601,6665,4077
33629,17240,2014,2301,1303,6519,4693
33634,14079,4262,2592,1467,2635,1091
33635,11872,3297,2809,1080,2580,1101
33637,10081,2526,2225,985,2093,1130
33647,37185,5568,6737,2947,11586,8922
33701,11921,2839,2486,918,2420,1966
33702,22936,6652,5385,1950,4143,1999
33703,17779,4565,3505,1408,4418,2475
33704,12457,2166,2174,1023,3688,2707
33705,18093,5831,3416,1410,2772,1817
33706,13685,2519,2697,1468,3765,2704
33707,19744,5370,4458,1801,4220,2260
33708,13331,3740,3231,1088,3094,1347
33709,20315,7787,4288,1528,2330,1207
33710,24030,6690,6111,2738,4289,1963
33711,11876,3626,2556,1003,1679,908
33712,16222,5176,2997,1600,2425,1036
33713,22383,7264,5100,2343,3422,1371
33714,13897,5404,2155,1538,1200,422
33715,6141,1118,1139,423,1773,1445
33716,11950,2569,3042,1163,2964,1586
33744,124,17,38,18,0,11
33755,16480,4944,3722,1646,2273,1000
33756,22335,6712,5169,2307,3381,1663
33759,12198,3923,2382,1158,2178,1205
33760,11620,3679,2722,1169,1341,799
33761,15103,3727,3089,1372,3915,1895
33762,5677,1336,1142,329,1234,847
33763,14883,4976,3452,1275,2373,1119
33764,20170,6412,4538,1880,3661,1727
33765,9658,3008,2531,823,1815,501
33767,7569,1657,1552,551,1865,1440
33770,18628,6177,4185,1639,3051,1374
33771,21824,8742,4957,2018,2606,1011
33772,16978,5481,3610,1642,3187,1542
33773,13012,4256,2912,1134,2155,835
33774,14405,4629,3090,1523,2609,1183
33776,9295,2300,2250,1000,2247,1149
33777,12557,3905,2775,1359,2119,1342
33778,10585,3790,2360,995,1452,667
33781,19118,7296,3973,1883,1816,878
33782,16161,5644,3434,1641,2096,1323
33785,4798,987,979,406,1413,773
33786,1466,285,255,148,457,248
33801,21437,8077,4343,1485,2013,1004
33803,19786,6130,3959,1320,4340,2219
33805,15640,6140,3348,1355,1414,549
33809,20224,8036,3855,1940,2571,1248
33810,32923,12113,7109,3581,3730,1770
33811,14191,5040,3294,1254,2394,801
33812,8831,2475,1722,884,2022,1015
33813,22064,5827,4193,2059,5966,2823
33815,9839,4598,1493,352,564,169
33823,19678,7760,3580,1463,1772,966
33825,18514,6813,3376,1648,1837,1065
33827,1798,463,522,185,250,228
33830,16784,6431,3352,1343,1892,591
33834,4955,1990,680,203,242,112
33837,14195,5251,3078,1017,1922,699
33838,2491,1111,607,144,192,46
33839,1867,640,469,103,102,54
33841,5822,2605,1028,273,408,201
33843,8340,3426,1326,512,427,240
33844,22504,7917,3942,1345,2031,899
33847,105,45,11,0,4,9
33848,759,374,166,39,0,0
33849,509,254,112,108,12,0
33850,5140,1998,1251,393,429,283
33851,572,321,76,29,29,41
33852,15579,5101,3335,1230,1781,899
33853,7178,2424,1233,511,779,321
33854,88,65,0,0,23,0
33855,15,0,8,0,0,0
33856,501,199,197,45,8,16
33857,1350,742,119,64,81,8
33859,6938,2892,1374,420,733,410
33860,14989,6086,2360,1113,1953,427
33865,497,198,56,41,27,0
33867,329,174,46,23,50,17
33868,9702,4194,1638,595,731,381
33870,15520,5277,3303,1260,1593,749
33872,12085,4484,2836,1120,1294,748
33873,8644,3097,1206,267,842,263
33875,7880,2766,2278,734,675,554
33876,3783,1617,832,238,232,185
33877,203,139,19,0,0,0
33880,24264,9262,4845,1859,2256,761
33881,21949,7548,4828,1536,2400,1147
33884,21958,7086,5044,2435,3182,2031
33890,3225,1182,559,125,144,99
33896,6155,1663,1312,712,1054,499
33897,11556,3414,3079,1195,2056,643
33898,12020,5150,2581,695,1154,631
33901,14043,3611,3062,853,2365,1566
33903,16933,6177,3906,1122,2297,1287
33904,24477,8955,5239,2353,3736,1898
33905,23438,7776,4340,1324,2429,1275
33907,15346,4875,3161,1389,2113,1222
33908,29591,7341,6614,2276,6882,4631
33909,15619,6207,3614,1722,1668,514
33912,13371,3118,2802,1337,2882,2221
33913,12387,3378,2368,1262,3067,1884
33914,26985,9726,6507,2287,4179,2284
33916,13391,4713,2386,656,1207,689
33917,24297,10195,5581,1611,2210,1495
33919,23315,6306,4898,2313,5189,3296
33920,3910,1452,835,411,419,157
33921,1139,71,279,83,487,189
33922,3128,1272,672,101,513,308
33924,139,51,45,7,19,17
33928,16308,3843,3316,1440,4057,2524
33930,438,112,64,21,0,0
33931,9620,2860,2286,626,1873,1348
33935,11361,4086,1817,719,678,481
33936,15497,5678,2864,1279,1407,519
33944,226,158,0,0,0,12
33945,40,0,11,29,0,0
33946,1741,468,330,187,374,228
33947,7103,2678,1545,690,1387,375
33948,12046,4038,3286,925,1600,1040
33950,17772,5082,4375,1555,3448,2216
33952,22673,8222,5865,1740,2125,1238
33953,4776,1383,1322,493,765,370
33954,6895,2364,1432,832,955,522
33955,8253,2673,1971,544,1299,902
33956,3399,1010,983,207,542,274
33957,6110,727,947,468,2086,1808
33960,860,268,161,19,68,29
33965,9,0,9,0,0,0
33966,6216,1527,1060,971,1521,764
33967,15413,5414,3295,1230,2386,1098
33971,13908,5365,2672,1465,1476,561
33972,8616,3084,1712,671,834,466
33973,6611,2133,1191,373,482,140
33974,10201,3754,1962,1208,782,520
33976,9628,3526,2077,648,960,310
33980,9021,2535,2281,807,1258,837
33981,7917,2878,2169,744,866,500
33982,7781,2648,2115,750,558,265
33983,11688,4517,2769,1405,1452,650
33990,22176,8344,4863,1785,3247,1350
33991,12312,4100,2912,1249,1931,938
33993,15127,5019,4392,1242,1880,1217
34101,0,0,0,0,0,0
34102,9421,1536,1997,559,2563,1984
34103,10268,1727,2008,667,2792,2293
34104,17976,5773,4006,1235,2736,1789
34105,12394,2193,2575,1414,3466,2196
34108,14444,3464,2341,994,3805,2857
34109,19184,4882,3458,1537,5119,3183
34110,18934,4509,4020,1645,4441,3220
34112,20592,6836,4272,1497,3276,1941
34113,13358,4112,2748,583,1554,1321
34114,11271,3621,2106,735,1568,1431
34116,21226,7296,3001,1496,2031,1146
34117,10673,4272,1945,905,1336,709
34119,18704,3964,3930,1654,5054,3183
34120,19200,5894,3855,2028,3307,1536
34134,12376,2810,2472,1241,2929,2488
34135,30116,7438,5595,2484,5572,3307
34137,237,188,0,0,0,0
34138,229,57,13,66,30,63
34139,468,197,81,58,77,2
34140,230,89,53,0,88,0
34141,66,27,0,0,0,0
34142,14622,3473,1240,450,458,479
34145,14540,2984,3355,895,4017,2493
34201,3218,485,586,248,846,979
34202,14520,2253,2673,1796,4390,3013
34203,25669,7905,5127,2241,4230,2217
34205,21721,8156,4087,1800,2349,1441
34207,23264,9587,5150,1644,1573,1015
34208,21952,7697,4074,1479,2049,1377
34209,26049,7548,6223,2019,4757,3342
34210,11619,3246,2607,1225,2103,1680
34211,2861,577,663,309,636,444
34212,10742,1611,1678,1161,3300,2286
34215,548,137,110,10,129,129
34216,1074,336,186,114,224,194
34217,4567,1135,941,603,1038,737
34219,14064,3859,2864,1510,3080,1737
34221,29748,10804,5782,2365,3984,1955
34222,9558,3945,1852,749,1311,765
34223,14650,4637,3188,1120,2694,1834
34224,12867,5354,2951,1117,1276,759
34228,6690,880,1069,481,2193,1851
34229,6024,1412,1244,379,1551,1285
34231,23088,6969,5917,1866,4069,2699
34232,24405,8306,5454,2468,4059,2054
34233,13798,4254,2864,1086,2655,1917
34234,14195,5272,3004,771,1624,1001
34235,10726,2814,2299,952,2102,1687
34236,9757,2123,1734,568,2753,1967
34237,12683,5001,2574,1059,1404,839
34238,14892,2948,2908,1014,3969,3512
34239,11748,2866,2322,1065,2667,1837
34240,8448,2572,1446,492,1918,1471
34241,10345,2636,2388,983,2142,1557
34242,7056,1104,1172,663,2190,1751
34243,20609,5440,5193,1570,4546,2973
34251,3786,1590,727,197,453,138
34266,20243,7928,3361,816,1108,601
34268,151,55,0,0,0,0
34269,3189,1270,668,200,436,191
34275,13838,4349,3022,1313,2445,1898
34285,16713,4976,3894,1298,2911,2739
34286,13671,5219,3631,1797,1245,610
34287,20489,8586,3590,2483,2042,1080
34288,6927,1977,2410,703,955,488
34289,1474,418,251,398,311,62
34291,3376,1259,928,385,337,215
34292,12720,3477,2619,747,3014,2408
34293,28100,9296,6419,2597,5122,2520
34420,10912,4331,2194,806,941,321
34428,6978,2738,1165,741,631,385
34429,5763,1992,1115,484,938,579
34431,6068,2510,1510,338,614,169
34432,9992,3685,2394,843,1185,485
34433,4180,1809,911,513,309,163
34434,6003,2215,1792,561,587,232
34436,5772,2159,1510,472,534,192
34442,11916,4937,2318,965,1573,1077
34445,0,0,0,0,0,0
34446,15085,5290,3975,1070,1840,614
34448,8309,3476,1721,493,748,283
34449,2055,818,434,107,213,141
34450,8296,3356,1691,633,875,672
34452,8618,3550,2261,619,695,317
34453,8111,3102,2446,657,400,732
34461,7769,2893,1738,593,837,486
34465,13190,4637,3445,1094,1830,829
34470,13143,4792,3547,1200,1408,460
34471,16999,4917,3506,1837,3416,1738
34472,17751,6673,4366,1866,1413,822
34473,12569,4191,2745,1356,1341,711
34474,10725,3497,2469,1172,1236,1062
34475,8606,3325,1849,607,480,302
34476,18323,6267,5000,1322,2587,1063
34479,8988,3915,2293,874,707,222
34480,12214,4083,2937,1148,1845,1295
34481,15726,5019,3690,1545,2184,1385
