zip,total_education_count,hs_diploma,some_college,associates,bachelors,advanced_degree
30428,1502,677,199,127,148,32
30429,175,32,27,14,17,0
30434,3835,1574,507,191,236,142
30436,7242,3144,1338,426,554,263
30438,46,28,12,3,0,0
30439,7176,2821,1157,424,754,328
30441,1315,635,239,81,47,22
30442,4972,1788,822,373,356,157
30445,2033,921,363,152,110,134
30446,1078,420,320,58,94,35
30448,42,7,16,0,0,9
30449,86,43,16,0,3,0
30450,1529,543,385,81,166,27
30451,22,11,2,3,2,2
30452,884,343,171,87,67,62
30453,6856,2728,1049,429,333,162
30454,299,137,9,10,17,0
30455,345,186,19,19,24,16
30456,1324,525,306,64,78,54
30457,4200,1842,598,156,402,185
30458,19118,4853,4469,1057,3815,2632
30460,14,0,0,14,0,0
30461,9103,2875,1866,701,1255,1206
30464,54,16,7,6,3,0
30467,8188,3493,1436,619,754,336
30470,384,154,57,79,42,39
30471,3353,1487,663,174,241,118
30473,1896,844,253,130,103,55
30474,10924,4244,1938,657,1294,789
30475,0,0,0,0,0,0
30477,2004,825,285,55,96,13
30501,16500,4635,2551,734,1778,1648
30504,13674,4078,2249,700,1459,745
30506,29522,7567,6895,1900,5480,3546
30507,16966,5812,2898,579,1445,909
30510,5888,2098,1022,328,261,345
30511,2355,948,264,228,320,113
30512,14517,5004,2909,1303,1730,1361
30513,8588,3451,1538,654,703,376
30516,1228,552,213,62,58,56
30517,8324,2189,1724,667,1791,929
30518,29599,7277,6900,2661,5784,2751
30519,26274,6276,5880,2531,6176,2730
30520,2928,1129,430,211,235,83
30521,2960,940,430,200,281,154
30522,587,209,113,73,34,100
30523,9106,3038,2146,614,1162,956
30525,5079,1948,1097,283,576,474
30527,2831,960,749,185,433,213
30528,15552,5778,3457,1286,1536,993
30529,6553,2849,991,319,501,313
30530,4538,1848,685,192,217,164
30531,6602,2262,1190,333,655,384
30533,16149,4971,3592,932,2837,1703
30534,19284,5410,4370,1284,3450,1244
30535,4694,2068,764,326,358,328
30536,6389,2524,1403,417,752,262
30537,1395,392,182,107,382,132
30538,1835,805,557,69,87,16
30540,12461,3776,2400,859,1375,740
30541,1244,454,333,159,132,10
30542,22364,6436,5377,1810,3507,2126
30543,3117,1102,662,129,329,108
30545,562,125,263,40,87,28
30546,5290,1923,1251,408,759,385
30547,2218,939,375,162,196,111
30548,11568,3141,2944,874,2598,1167
30549,15115,4732,3136,1381,2339,1076
30552,1261,352,358,41,288,65
30553,5138,1930,1072,365,599,170
30554,5050,2206,1022,384,281,238
30555,1529,575,273,147,94,58
30557,3449,1236,698,237,212,119
30558,3827,1720,602,327,271,91
30559,3027,1099,589,263,250,253
30560,3132,1146,647,205,455,195
30562,533,202,102,27,32,31
30563,3995,1137,949,320,353,199
30564,2377,845,497,132,364,167
30565,2906,1073,504,181,342,115
30566,4923,1779,810,348,602,412
30567,2094,789,303,173,284,177
30568,1645,594,300,30,262,193
30571,3190,803,836,247,647,466
30572,1386,443,344,57,266,110
30573,146,4,10,6,28,90
30575,634,207,29,8,48,23
30576,1811,649,377,113,300,147
30577,15052,5780,2647,1157,1402,1243
30581,0,0,0,0,0,0
30582,3198,1122,742,358,228,355
30601,11488,4014,2201,512,1206,906
30602,16,12,4,0,0,0
30605,19086,3387,3166,1049,4481,5116
30606,25096,4496,4891,1466,5732,5926
30607,6904,1740,1491,375,883,708
30609,0,0,0,0,0,0
30619,985,347,146,69,151,195
30620,7939,2429,1955,857,1154,443
30621,3511,710,855,242,714,597
30622,6961,1621,1543,434,1297,1350
30623,158,49,8,0,13,27
30624,2036,1033,268,46,178,72
30625,1711,723,347,152,231,98
30627,1719,691,238,111,151,64
30628,4546,1733,1090,269,454,311
30629,3130,1263,458,192,265,215
30630,1462,680,281,51,43,133
30631,1279,558,166,44,60,33
30633,6046,2477,1373,407,348,376
30634,1498,670,266,22,72,23
30635,10815,5169,1738,451,638,504
30641,1678,765,268,103,186,57
30642,8367,2347,1386,452,1367,1173
30643,11841,4377,2623,850,1119,771
30646,4540,1630,885,352,490,251
30648,2299,880,448,120,187,96
30650,7851,2416,1543,505,1150,762
30655,15004,5342,3322,1032,1760,624
30656,10424,3692,2439,915,1201,576
30660,724,383,64,6,18,50
30662,5517,2050,1054,407,413,313
30663,2041,840,334,110,267,90
30664,21,8,2,0,1,0
30665,62,46,2,0,0,0
30666,6163,1977,1283,641,762,556
30667,593,189,145,27,82,27
30668,1230,613,221,83,42,47
30669,2356,1165,341,90,88,129
30673,5643,2313,915,226,569,416
30677,11196,2386,2316,850,2489,2360
30678,1018,412,184,36,93,51
30680,25063,8918,5408,1934,2758,1259
30683,4866,1309,890,341,840,605
30701,25588,8264,5233,1650,2250,1494
30705,21800,8045,3869,1120,1096,938
30707,10771,4132,2855,729,765,307
30708,357,64,161,7,5,0
30710,4328,1229,975,146,531,418
30711,2582,974,473,133,90,62
30720,18745,5145,3859,1185,2578,1406
30721,31759,9343,6062,1009,1353,1144
30725,2799,970,465,247,666,178
30726,0,0,0,0,0,0
30728,13576,5373,3103,874,1127,428
30730,1209,526,265,63,88,12
30731,1623,573,364,101,120,78
30733,1315,359,336,47,22,52
30734,2288,827,365,129,189,49
30735,3595,1457,585,175,242,82
30736,27838,7885,7057,2942,3973,2073
30738,2777,941,586,185,381,164
30739,3753,1598,714,275,357,217
30740,5526,1673,1384,370,647,543
30741,21500,7610,4506,1344,1831,951
30742,5072,1749,1044,688,409,228
30746,890,334,132,58,36,73
30747,12027,4670,1799,759,682,297
30750,2462,425,403,83,829,520
30751,47,17,0,13,0,0
30752,6516,2472,1315,472,588,183
30753,4433,1547,764,169,252,96
30755,5752,1899,1111,442,458,287
30756,86,16,16,12,0,0
30757,1443,604,327,160,143,46
30802,4010,1222,771,180,839,373
30803,527,275,90,48,18,3
30805,1667,664,468,56,97,57
30807,90,48,19,3,4,5
30808,3253,1165,652,233,191,83
30809,27366,5253,5617,2851,6866,5354
30810,1365,621,297,75,55,48
30812,453,99,77,0,23,18
30813,21033,5379,5006,2300,3999,1493
30814,5459,2159,874,543,481,243
30815,25864,7841,7808,2603,2775,1420
30816,1565,855,234,51,77,19
30817,5408,2319,1119,386,330,279
30818,311,129,13,7,59,19
30820,868,381,187,111,29,21
30821,751,303,125,11,10,11
30822,554,264,56,63,22,57
30823,1250,474,134,46,157,60
30824,10966,3853,1830,620,1201,719
30828,2712,1285,263,102,168,98
30830,8741,3423,1833,604,590,390
30833,2125,883,501,97,108,77
30901,10441,3685,1675,447,753,367
30903,413,64,12,97,145,95
30904,17824,5337,3379,1285,2851,1740
30905,2924,522,865,394,761,224
30906,36918,13834,9210,2800,2594,1337
30907,34817,9307,7665,3652,6717,4951
30909,26820,7074,5987,2421,5502,3549
30912,114,23,31,0,28,9
31001,3673,1746,489,84,251,55
31002,2031,852,415,119,115,32
31003,145,51,55,7,13,10
31005,11467,3187,3204,1486,1720,1178
31006,3035,1131,573,221,100,122
31007,899,245,94,56,105,33
31008,12399,4141,3219,1035,1617,643
31009,1235,617,194,55,61,25
31011,667,272,63,54,98,76
31012,2118,1022,255,180,39,51
31014,8471,3677,1480,540,584,606
31015,14522,5021,3173,973,1351,759
31016,1022,399,187,74,63,64
31017,1156,544,243,17,47,49
31018,2282,1114,366,90,113,31
31019,1467,726,174,65,153,77
31020,1692,552,293,30,176,4
31021,18486,7423,3118,1399,1785,1656
31022,1067,415,231,105,78,84
31023,9526,3876,1484,750,953,658
31024,14649,5555,3072,1180,1855,732
31025,911,363,166,93,142,41
31027,6685,3394,985,251,276,83
31028,3725,1065,985,404,507,365
31029,11276,4112,2115,550,1206,788
31030,10445,3378,2660,478,1030,753
31031,4061,1882,775,349,148,106
31032,9420,3530,2372,599,1294,687
31033,1552,666,203,141,221,81
31035,923,379,153,52,38,18
31036,9298,3984,1334,842,639,475
31037,2808,1640,151,44,177,21
31038,734,270,94,40,107,21
31039,0,0,0,0,0,0
31041,741,226,174,33,47,10
31042,1269,678,186,19,58,77
31044,2130,830,223,142,162,141
31045,71,33,19,7,0,5
31046,2240,693,543,221,261,107
31047,7499,1774,1711,961,1296,1098
31049,1308,571,227,31,138,49
31050,792,305,122,84,15,34
31051,121,54,17,5,9,0
31052,6486,2360,1568,338,894,404
31054,1308,713,139,74,76,3
31055,7387,3352,884,350,413,557
31057,1368,493,242,77,133,92
31058,1085,481,199,27,74,72
31060,1282,504,174,119,118,53
31061,26777,10159,5210,1863,2675,2410
31062,291,113,11,11,12,8
31063,3405,1409,589,203,165,66
31064,5992,2133,1259,506,524,352
31065,747,399,72,72,40,1
31066,910,356,227,25,113,80
31067,220,88,50,1,18,0
31068,3978,1447,658,105,149,161
31069,13433,4805,3296,958,1887,890
31070,736,288,150,33,72,34
31071,861,304,198,98,38,23
31072,860,419,162,36,74,43
31075,1682,806,243,102,139,81
31076,2299,847,628,91,175,91
31077,884,449,112,27,52,55
31078,2156,869,586,76,115,115
31079,1521,779,260,85,98,35
31081,94,0,30,39,25,0
31082,6482,2677,979,465,695,244
31083,169,128,12,2,0,6
31084,39,7,29,0,0,0
31085,844,355,104,41,78,55
31087,6416,2563,1082,301,414,262
31088,31988,8788,8761,2975,5422,3427
31089,3016,1279,514,135,254,80
31090,462,212,103,16,13,9
31091,3954,2001,508,147,168,42
31092,4307,1793,808,353,304,158
31093,18988,6754,4895,1263,1782,772
31094,861,312,238,61,71,44
31096,5103,2019,1053,330,227,229
31097,906,244,301,127,80,17
31098,1390,281,485,148,209,184
31201,5712,1877,1050,249,614,395
31204,19551,6925,3788,1253,2321,1644
31206,16782,6467,3559,669,852,349
31207,7,0,0,0,0,7
31210,21245,4472,4261,1304,6010,4092
31211,10493,3690,2149,903,1239,996
31213,0,0,0,0,0,0
31216,12207,4446,2611,830,1557,767
31217,11757,4902,2272,716,640,257
31220,8957,2690,2326,565,1770,960
31301,2765,977,766,163,309,162
31302,5921,2340,1218,297,618,289
31303,1440,660,247,88,94,114
31304,0,0,0,0,0,0
31305,5444,2242,1130,386,318,151
31307,745,157,126,60,37,9
31308,5069,1988,1097,339,392,253
31309,642,143,248,35,76,10
31312,10447,3967,2744,884,1154,381
31313,23568,7053,7220,2381,3279,1492
31314,263,96,114,0,53,0
31315,3225,892,1222,334,406,230
31316,6774,2675,1613,709,617,308
31318,375,243,35,13,30,0
31320,6039,1953,1578,468,915,310
31321,4173,1635,918,202,470,149
31322,14499,3459,3413,1168,3730,1900
31323,1174,581,132,116,70,75
31324,13555,2968,2971,1181,3736,1861
31326,11924,3878,2818,1036,1951,962
31327,0,0,0,0,0,0
31328,2975,601,813,108,548,608
31329,5958,2548,1123,375,471,474
31331,4627,1471,902,298,589,394
31401,11532,2717,2260,513,2805,1559
31404,19254,7035,4395,940,2421,1252
31405,24018,5990,5828,1392,4817,3190
31406,23248,6101,6133,1280,4484,2379
31407,5989,1515,947,419,1588,1131
31408,6725,2830,1071,520,498,193
31409,63,16,5,20,22,0
31410,17646,3364,4355,1200,5385,2788
31411,6735,548,967,376,2457,2329
31415,7567,3029,1557,289,543,265
31419,35924,8711,9996,3236,6727,3684
31501,10241,3987,2187,549,932,735
31503,14039,6132,3045,902,846,587
31510,6780,2644,1197,404,495,291
31512,1780,631,283,267,193,75
31513,10857,4564,1542,517,957,541
31516,9394,3614,2020,559,596,633
31518,438,185,88,22,10,19
31519,2150,922,315,147,133,144
31520,14621,5303,2944,1234,1217,694
31522,12002,1205,2446,987,3845,2995
31523,8943,2740,2462,643,1412,824
31524,0,0,0,0,0,0
31525,18644,6436,4899,1470,1850,1307
31527,581,20,256,0,180,67
31532,522,277,53,40,2,42
31533,10306,3670,2028,793,813,623
31535,6987,2598,1409,469,649,310
31537,7945,3220,1291,435,620,373
31539,9162,3873,1743,812,466,330
31542,1563,789,247,61,161,73
31543,2708,1182,497,147,54,94
31544,442,185,39,9,11,5
31545,10247,4208,2294,729,849,375
31546,6099,2576,1223,311,357,352
31547,336,125,63,11,45,70
31548,12854,4021,4020,1448,1679,713
31549,1133,687,106,48,43,17
31550,456,268,90,0,14,40
31551,681,298,68,26,43,50
31552,726,243,129,113,13,31
31553,3373,1535,636,189,119,114
31554,5498,2872,592,197,243,137
31555,2119,814,332,168,165,160
31556,47,16,9,0,0,0
31557,2039,834,403,106,184,45
31558,12170,3678,3546,1217,1561,1365
31560,1818,870,360,179,168,54
31561,232,32,53,0,147,0
31562,1283,524,439,42,16,34
31563,933,423,164,122,37,22
31565,1299,315,291,56,307,72
31566,2715,1101,639,160,80,82
31567,622,344,87,33,49,6
31568,653,298,62,81,32,12
31569,3748,1181,978,325,449,292
31601,18505,6340,4020,1261,1256,737
31602,20460,5427,5026,1744,3562,2059
31605,12304,2655,3286,1233,2648,1504
31606,2414,915,461,241,249,94
31620,7275,2595,1398,417,617,468
31622,1336,450,306,188,64,47
31623,106,64,18,0,3,0
31624,729,283,134,38,26,27
31625,1059,370,257,91,39,13
31626,2329,923,461,87,207,137
31627,152,39,42,13,4,0
31629,407,150,82,22,42,10
31630,290,93,9,2,26,16
31631,354,129,7,35,24,10
31632,6803,2189,1640,346,902,819
31634,3703,1559,675,117,302,260
31635,4051,1232,854,463,328,237
31636,6307,2321,1319,456,758,317
31637,2181,874,407,196,124,83
31638,754,268,145,14,64,25
31639,6878,2462,1204,806,521,421
31641,1180,477,325,64,73,86
31642,2976,1186,358,146,153,62
31643,5795,2280,1184,304,506,231
31645,3823,1224,1075,441,371,151
31647,1958,666,326,132,190,78
31648,747,248,142,56,14,12
31649,776,210,154,39,73,46
31650,2138,870,506,120,105,55
31698,4,0,4,0,0,0
31699,73,33,26,2,12,0
31701,12974,3762,3146,707,810,546
31705,19456,5910,5532,1058,1141,578
31707,16498,4832,4984,954,1934,1493
31709,9439,3322,1612,493,1166,1279
31711,608,127,115,51,44,20
31712,729,294,134,48,87,24
31714,4076,1650,580,310,143,185
31716,1742,711,411,99,89,45
31719,6322,1841,1371,373,450,465
31720,271,111,46,9,26,9
31721,13741,3535,3422,993,2542,2132
31722,276,112,54,5,24,0
31730,6088,2243,1030,219,597,338
31733,1137,473,316,75,64,107
31735,575,150,90,79,52,50
31738,1369,456,349,104,143,49
31743,367,169,53,11,17,32
31744,1711,614,336,111,227,59
31747,100,18,7,5,0,7
31749,1756,621,365,232,90,56
31750,12070,4669,2512,960,939,491
31756,530,250,57,17,72,0
31757,7371,2858,1623,702,635,553
31763,15622,4409,4079,1366,1964,1424
31764,982,309,206,42,59,78
31765,2000,715,533,102,125,62
31768,15757,5838,2416,935,1094,823
31771,3573,1507,486,351,217,172
31772,370,141,43,0,41,0
31773,2372,710,527,201,102,66
31774,4460,1867,986,346,140,209
31775,1849,874,267,84,62,13
31778,2044,855,412,89,100,68
31779,6908,2979,1136,404,376,182
31780,1362,436,368,62,69,46
31781,1332,515,293,62,72,27
31783,695,251,139,91,60,21
31784,508,194,120,47,17,30
31787,868,330,193,29,108,15
31788,6356,2117,716,465,664,286
31789,871,392,146,26,70,6
31790,1288,428,271,192,102,72
31791,7969,3158,1364,760,383,338
31792,15854,4596,3429,1289,1940,1623
31793,5692,1471,1176,643,795,694
31794,16715,5492,3526,1376,1150,1285
31795,1415,604,296,105,52,42
31796,940,424,144,103,62,22
31798,679,160,175,47,104,66
31801,1706,614,423,58,140,66
31803,4577,1678,1002,153,387,248
31804,3887,1045,1074,425,566,455
31805,1815,786,407,142,145,68
31806,3287,1179,568,225,315,167
31807,1739,331,524,162,432,198
31808,4817,1405,964,370,1067,730
31810,119,41,32,24,9,0
31811,3778,1191,914,312,522,455
31812,377,209,51,26,0,4
31814,115,55,17,0,0,0
31815,2136,724,191,66,161,38
31816,3444,1403,722,191,186,145
31820,5955,880,1666,265,1679,1217
31821,195,120,0,14,0,0
31822,3945,1424,856,309,463,357
31823,512,151,135,50,54,21
31824,1319,710,177,103,23,46
31825,2158,850,246,154,147,87
31826,1923,905,351,171,167,41
31827,1800,685,340,88,95,101
31829,787,209,202,111,163,80
31830,1369,456,313,65,162,97
31831,2540,631,694,188,148,186
31832,110,37,5,6,18,0
31833,5430,2324,1150,337,437,207
31836,621,224,91,25,71,54
31901,5101,1443,1190,186,647,279
31903,13467,4847,3115,667,698,175
31904,22781,6258,4998,1568,4031,2491
31905,7165,1590,2527,690,1564,475
31906,14599,4096,3552,886,2095,1391
31907,36853,11084,10899,3167,4218,2495
31909,23273,4931,6273,2502,5082,2984
32003,19039,3692,3648,2678,5496,2880
32008,4489,1794,920,339,270,78
32009,2001,910,365,214,120,21
32011,9721,4226,2304,699,675,346
32024,12848,4552,3220,1430,1028,616
32025,15308,5427,3672,1379,1155,1015
32026,1040,307,147,21,20,0
32033,3304,1067,771,370,584,223
32034,24320,6469,5830,1960,5816,2771
32038,6278,1979,1898,654,418,476
32040,4951,2532,838,409,343,113
32043,17244,5582,4581,1533,2231,976
32044,1431,430,326,238,86,1
32046,6210,2548,1579,425,363,146
32052,5517,2093,1124,400,360,95
32053,2687,1026,563,141,237,77
32054,8202,3133,1849,664,514,201
32055,11487,4181,2802,801,1232,480
32058,2991,1259,476,165,164,54
32059,1649,590,535,204,102,24
32060,16109,6883,3046,933,1677,518
32061,85,45,27,13,0,0
32062,1662,705,293,61,196,78
32063,8902,3516,1665,580,764,506
32064,4431,1698,594,198,236,134
32065,21972,5837,5419,2669,4548,1929
32066,4783,1702,1054,312,306,201
32068,33043,11511,9131,3153,3647,1395
32071,1886,934,405,153,118,57
32072,142,96,46,0,0,0
32073,26751,7850,7797,3119,3940,1814
32079,327,85,40,11,47,102
32080,17163,3371,3626,1256,4853,3455
32081,3673,390,643,301,1361,887
32082,22881,2852,4368,1984,7949,5323
32083,3601,1161,629,225,198,31
32084,21563,6715,5712,1454,3396,1711
32086,19477,5353,5129,2293,3739,1580
32087,3487,1839,549,74,64,118
32091,10613,4019,2499,807,810,435
32092,18945,4042,3859,1681,6277,1881
32094,1968,732,279,290,189,48
32095,5019,1557,978,479,960,529
32096,1751,847,273,148,148,140
32097,10961,4223,2534,1105,1211,768
32102,1696,606,339,133,99,46
32110,5587,2404,1068,421,376,158
32112,5628,1997,1046,257,245,184
32113,4353,1928,732,319,337,114
32114,19720,6703,5114,1759,2062,829
32117,17453,6866,3547,1102,1483,687
32118,13554,4091,2819,1670,2499,1426
32119,15207,5198,4008,1595,1888,833
32124,4048,1371,693,401,448,336
32127,23218,7551,5444,1904,3857,2103
32128,12665,2881,3179,1375,2684,1743
32129,15206,5446,3638,1479,2121,884
32130,4200,1176,1046,480,409,155
32131,3269,1222,743,154,357,195
32132,5412,2191,1544,501,519,242
32133,92,52,40,0,0,0
32134,5588,2510,1120,352,233,182
32136,6060,1899,1314,468,1370,676
32137,29033,8859,7294,2757,4771,2829
32139,852,340,246,16,0,35
32140,788,318,146,10,134,9
32141,14035,5264,3683,1560,1372,741
32145,3276,1310,768,186,278,98
32147,66,24,16,9,17,0
32148,7430,2947,1615,371,264,192
32157,294,145,54,0,6,14
32159,25448,9174,5405,2177,3721,2454
32162,51851,13525,12816,4546,10635,7974
32164,31280,11047,7606,2799,4417,1991
32168,19116,6813,4176,1807,2988,1322
32169,8944,1896,1928,1014,1985,1686
32174,36597,10286,9175,3324,6311,4603
32176,11749,3113,2983,1028,2180,1456
32177,17244,7241,3201,1357,1567,618
32179,5175,2179,1350,267,262,140
32180,2763,968,545,167,136,108
32181,1583,620,275,110,72,57
32187,1327,521,256,110,65,23
32189,4481,1974,618,259,314,179
32190,537,151,44,41,49,15
32193,792,271,139,62,96,78
32195,2425,1019,546,297,183,86
32202,4528,1329,1088,227,324,272
32204,5129,1266,1225,321,1123,681
32205,20755,5890,4790,1819,3693,2005
32206,11241,4008,2334,492,1204,495
32207,23143,5808,5316,2131,4079,2457
32208,20736,8677,4080,1391,1775,856
32209,21156,8431,3948,1183,1991,672
32210,39572,12388,10519,3635,5390,2144
32211,20553,7269,5216,1761,2510,787
32212,791,257,167,150,168,14
32216,24817,7500,5153,2391,5285,1733
32217,13814,2551,3159,1337,3074,1421
32218,35542,11885,9005,3347,4813,1910
32219,7520,2318,2021,667,847,288
32220,8824,4064,1698,992,799,400
32221,19417,7097,4868,1747,2271,771
32222,6552,2103,1874,963,556,331
32223,18321,4179,4280,1839,4804,2241
32224,23730,4323,4777,3014,7510,3103
32225,35549,9132,8639,4534,7592,3082
32226,11186,3502,2724,1331,1606,879
32227,933,382,297,126,57,58
32228,52,42,10,0,0,0
32233,16049,4223,3298,1690,3224,1955
32234,4192,1915,949,265,244,42
32244,37952,11344,10515,4718,5039,1599
32246,32888,9412,7442,3075,6510,2622
32250,19224,4120,4090,1983,5002,2868
32254,8282,3533,1502,583,344,46
32256,28469,4534,6200,2125,9274,5307
32257,25142,6831,6316,2272,5418,2584
32258,19651,2776,4733,2325,5900,2867
32259,26260,3759,5261,2639,9507,4004
32266,4857,890,891,517,1508,959
32277,18023,5981,4473,2103,3147,1046
32301,16220,2789,3293,1862,4373,2924
32303,27874,5694,6316,2506,7032,4518
32304,13780,3050,3216,1602,2323,1178
32305,11969,4187,2749,994,1125,694
32308,16123,2733,2661,1185,4509,4197
32309,21553,3032,3811,1985,6722,5201
32310,10129,3509,1963,722,1165,952
32311,13790,2669,2341,1034,3810,2977
32312,21377,2757,3739,1409,6956,5913
32317,9237,1278,1525,899,2950,2242
32320,2466,893,516,126,291,131
32321,4485,1878,664,180,357,218
32322,3493,1409,640,210,275,87
32323,333,155,28,39,7,30
32324,3714,1181,659,173,204,228
32327,19443,7392,4719,1567,2278,1064
32328,2151,595,546,84,295,186
32330,580,193,61,0,61,4
32331,3327,1314,561,243,236,128
32332,1086,490,201,3,88,52
32333,7858,2506,1844,712,1161,614
32334,1192,511,264,19,149,20
32336,1178,344,175,102,193,67
32340,7902,2909,1915,478,520,379
32343,1928,716,426,143,331,127
32344,9660,3125,2381,632,1064,578
32346,1386,584,282,101,138,111
32347,5614,2154,1102,576,374,213
32348,8819,3419,1715,265,504,374
32350,1057,429,224,106,45,28
32351,13225,4792,2418,806,1057,698
32352,3820,1261,744,216,287,335
32355,202,85,37,19,38,2
32356,149,70,49,0,0,0
32358,1221,498,293,77,190,48
32359,1282,303,480,198,47,59
32361,65,16,0,9,17,0
32399,0,0,0,0,0,0
32401,16123,5051,4062,1356,1873,904
32403,1178,178,337,216,292,131
32404,25730,8645,6830,2456,2745,1409
32405,21249,6819,4694,2235,3051,1788
32407,6574,1980,1389,1076,1248,431
32408,11637,2770,3103,1554,2510,1230
32409,6234,2095,1708,571,748,284
32410,900,308,193,91,144,128
32413,10525,2995,2344,965,2117,996
32420,1402,618,394,66,50,46
32421,3312,1377,510,255,283,109
32423,914,323,309,76,95,41
32424,5560,2005,1252,136,324,127
32425,9611,3481,1905,616,603,540
32426,639,180,178,20,52,11
32427,779,318,144,42,19,15
32428,12204,4841,2808,707,880,595
32430,654,289,195,8,42,7
32431,2948,1380,628,197,109,82
32432,62,0,39,0,0,0
32433,11424,4108,2668,703,768,256
32435,5072,1989,1091,223,536,316
32437,593,249,145,26,14,0
32438,2388,829,773,67,69,0
32439,5595,1626,1503,450,831,293
32440,5821,2337,1136,371,318,185
32442,2464,862,599,242,193,73
32443,1831,496,433,226,198,101
32444,14016,3829,3563,1322,2336,1561
32445,2290,808,370,109,265,91
32446,7691,2330,1732,580,1298,790
32447,5,0,0,0,0,0
32448,6270,2106,1453,582,443,296
32449,587,266,88,51,41,0
32455,3131,1138,864,106,250,63
32456,5506,1930,1163,446,971,399
32459,9411,1799,2430,895,2537,1222
32460,4502,1713,919,259,228,153
32461,26,0,0,0,11,15
32462,2653,1020,602,181,225,132
32463,89,38,28,6,0,0
32464,2927,1254,633,119,137,82
32465,6564,2300,1537,394,391,84
32466,3888,1626,748,507,202,125
32501,8288,2712,1586,640,962,696
32502,2169,662,431,319,352,183
32503,20314,5365,4674,1475,4153,2539
32504,15563,3454,4425,1911,2918,1820
32505,17192,6728,3645,1409,1343,737
32506,22874,6552,5938,3721,3145,1277
32507,19180,5137,4327,2440,3250,1958
32508,1164,174,420,147,362,41
32509,710,269,277,14,68,13
32511,144,51,43,43,7,0
32514,26591,6814,6061,3626,5273,2636
32526,25438,7378,6056,3995,3593,1546
32530,100,0,0,50,0,0
32531,3427,1049,927,340,312,323
32533,18609,5615,3646,2571,3026,1683
32534,9788,3019,2194,1702,1583,383
32535,4443,1813,819,393,166,33
32536,13228,3727,4039,1580,1933,913
32539,17189,5443,4390,2134,1963,935
32541,12270,2566,2904,1313,3360,1647
32542,1069,164,345,253,183,112
32544,418,23,166,114,87,28
32547,22866,6537,6259,2204,2972,2045
32548,14213,4249,3989,1116,2078,1181
32550,5713,708,1342,622,2014,739
32561,6041,1174,1185,576,1699,1232
32563,16905,4160,4297,1849,3907,1967
32564,1811,654,375,223,245,41
32565,4167,1812,674,402,424,157
32566,23015,5359,5520,3254,5021,2365
32567,2462,964,481,216,145,125
32568,2101,881,415,223,238,80
32569,8231,2328,2242,785,1354,728
32570,20586,6900,4782,2449,2863,969
32571,20439,5690,5080,2514,3684,1914
32577,3117,885,783,331,432,183
32578,21951,4928,4400,2094,5162,4424
32579,7508,1871,1808,576,1703,1196
32580,2865,657,885,256,339,585
32583,18664,5643,4546,1720,1976,1454
32601,8934,1599,2037,635,1566,2377
32603,1414,95,112,77,429,605
32605,16317,2445,2554,1565,4020,5187
32606,15721,2144,2800,1664,4090,4179
32607,14926,2967,2835,1346,3368,3091
32608,25547,4203,4182,2191,6379,7224
32609,11622,3437,2615,1084,1577,698
32612,12,0,6,0,0,6
32615,10702,2554,2191,1835,2404,1072
32616,385,146,106,45,66,18
32617,2907,1034,534,418,158,207
32618,5670,1530,1425,847,784,505
32619,3041,1247,721,276,296,43
32621,4379,1390,1201,344,243,88
32622,885,437,122,67,64,6
32625,1111,476,231,70,162,81
32626,5969,2521,1127,574,384,148
32628,3647,1547,711,184,246,65
32631,395,71,89,42,43,150
32639,36,16,10,0,0,0
32640,8233,3047,1706,695,869,460
32641,8367,3282,1911,706,657,265
32643,7449,2530,1629,971,1009,565
32648,302,109,84,33,20,0
32653,10026,1926,1551,1346,2303,2410
32656,9573,3195,2397,869,1039,408
32658,144,50,44,13,17,2
32664,428,190,68,18,52,55
32666,5040,1694,1435,438,476,359
32667,2539,740,359,331,424,422
32668,3321,1255,771,202,304,286
32669,7883,2080,1803,926,1665,949
32680,7220,2988,1859,417,302,187
32681,145,67,0,0,40,0
32683,287,225,29,8,0,0
32686,4026,1915,719,310,212,234
32692,306,64,178,10,54,0
32693,8265,3044,1774,585,689,282
32694,1751,762,323,129,182,102
32696,7891,3303,1812,733,551,322
32697,187,93,43,0,0,9
32701,16942,4235,3579,1525,4181,1756
32702,2237,1019,389,92,225,70
32703,30842,9728,6500,3156,3968,1920
32707,25625,6790,6518,3249,5097,1871
32708,29607,7886,6101,3265,6855,3764
32709,1697,519,326,226,168,85
32712,29073,7398,6720,2734,5439,2963
32713,14907,4877,3623,1333,2512,1239
32714,24608,6514,5867,2350,5291,2451
32720,21450,6771,5313,2156,2651,1522
32724,21650,6779,4624,2174,2715,2459
32725,31281,12043,7198,3258,3153,1557
32726,14381,5591,3285,1121,1609,1041
32730,4017,1119,943,602,664,266
32732,3280,1190,625,435,416,338
32735,2749,987,675,351,165,186
32736,6541,2101,1438,458,961,466
32738,28793,10725,7029,2920,3148,1339
32744,2582,968,588,252,369,111
32746,28486,4762,6271,3303,8086,4381
32750,16958,4836,3876,1788,3295,1668
32751,15363,2465,2456,1479,5070,2978
32754,7583,2812,1603,679,1003,449
32757,17775,5015,4298,1266,3140,1682
32759,2161,829,504,157,123,90
32763,15371,5585,3986,1569,1530,767
32764,2589,1140,471,223,214,89
32765,36630,7651,6787,4490,10185,5691
32766,9264,2192,1763,781,2625,1338
32767,1787,708,333,115,53,22
