zip,science_and_eng_field,science_and_eng_related_field,business_field,education_field,arts_humanities_field
40390,554,91,268,373,771
40391,1311,525,1147,967,902
40402,15,14,15,159,7
40403,876,363,336,692,1164
40404,0,0,0,0,4
40409,37,56,37,167,90
40419,119,33,6,53,37
40422,1201,332,522,1105,901
40434,56,0,0,0,0
40437,43,96,99,116,63
40440,33,19,30,0,4
40442,16,9,0,12,14
40444,662,169,275,278,219
40445,8,0,0,0,14
40447,22,95,68,100,90
40456,128,36,117,344,251
40461,177,23,38,85,37
40464,30,0,4,46,20
40468,56,9,31,43,40
40472,28,16,16,29,12
40475,2988,1458,1556,2334,2891
40481,0,0,0,13,0
40484,155,52,124,331,312
40486,47,0,49,37,13
40489,28,0,0,115,49
40502,4171,1149,1875,1257,3124
40503,3304,917,1446,1235,1954
40504,1622,462,716,534,1047
40505,867,268,302,333,611
40506,0,7,0,0,17
40507,152,57,123,0,207
40508,1407,251,414,274,800
40509,4360,1404,2172,1312,2198
40510,157,20,44,108,152
40511,2361,567,1153,986,1530
40513,1905,614,1067,513,830
40514,1529,650,1002,733,1185
40515,4214,1369,2479,1294,2697
40516,318,31,115,92,173
40517,2471,630,1307,889,1681
40601,3121,790,1762,1527,2336
40604,0,0,17,0,0
40701,673,380,580,701,317
40729,26,60,23,76,58
40734,12,7,19,80,61
40737,79,15,0,15,0
40740,18,8,7,37,48
40741,462,276,324,564,224
40743,0,0,34,61,0
40744,353,132,392,436,402
40759,0,56,0,43,0
40763,0,17,0,26,8
40769,396,147,277,663,283
40801,8,0,0,0,19
40806,31,17,48,36,113
40807,18,12,0,34,23
40810,0,3,6,16,9
40813,10,0,17,34,0
40815,6,0,12,52,7
40818,0,0,0,12,0
40819,0,0,25,61,51
40820,0,0,22,0,0
40823,42,90,6,80,20
40824,0,13,0,28,0
40826,19,0,0,13,0
40827,0,0,0,93,0
40828,40,0,22,79,16
40831,158,102,91,119,103
40840,0,0,0,14,0
40843,0,0,0,7,0
40845,0,0,0,9,0
40849,4,0,0,4,0
40854,10,3,12,42,24
40855,2,5,12,37,10
40856,0,0,12,40,0
40862,0,11,0,30,27
40863,0,3,4,23,0
40865,19,15,9,31,0
40868,0,0,7,16,0
40870,0,10,0,24,0
40873,67,52,0,57,40
40874,15,41,0,0,0
40902,16,0,0,27,13
40906,134,181,146,316,273
40913,6,5,0,11,23
40914,16,0,0,0,13
40915,43,0,0,58,0
40921,0,0,0,6,0
40923,7,0,0,8,0
40927,0,6,0,11,0
40935,70,14,0,95,13
40946,0,0,0,0,12
40953,16,0,0,0,0
40958,0,0,0,13,0
40962,208,121,107,544,236
40965,282,120,118,365,217
40972,8,11,0,7,58
40977,178,56,44,219,173
40982,0,0,0,9,0
40983,0,0,0,43,0
40988,0,0,6,6,0
40997,0,0,5,6,0
41001,776,235,708,425,522
41002,39,34,67,44,99
41003,36,7,8,17,7
41004,59,45,40,140,103
41005,1062,562,1163,523,830
41006,130,46,15,167,46
41007,163,44,99,93,103
41008,118,75,133,226,73
41010,110,57,22,100,23
41011,1559,479,1462,613,1317
41014,200,43,187,76,355
41015,907,186,660,446,792
41016,266,48,305,56,177
41017,2895,1143,3227,1369,2475
41018,758,414,1234,672,851
41030,98,67,83,63,160
41031,535,287,184,279,292
41033,24,19,170,0,0
41034,79,0,56,31,21
41035,258,68,131,167,162
41039,40,21,21,15,32
41040,167,58,133,184,154
41041,166,53,158,216,68
41042,2902,1122,1944,1357,1813
41043,25,25,16,86,25
41044,29,3,17,18,0
41045,4,18,11,28,27
41046,28,0,0,0,0
41048,1046,485,1020,437,799
41049,11,14,10,60,60
41051,1354,684,1171,749,1271
41055,56,62,42,72,30
41056,320,125,243,415,126
41059,119,41,113,34,73
41063,55,19,76,60,122
41064,44,52,0,45,36
41071,653,451,476,445,1017
41073,187,137,187,171,440
41074,135,43,101,19,91
41075,1367,506,977,641,1393
41076,1285,435,1020,337,917
41080,152,13,45,29,45
41083,8,17,21,11,6
41085,0,4,6,5,4
41086,151,1,59,95,0
41091,1606,577,1150,612,838
41092,95,49,140,72,39
41093,76,26,10,44,16
41094,694,217,746,373,392
41095,71,15,32,57,69
41097,193,32,68,88,190
41098,83,1,46,38,54
41101,805,301,390,511,545
41102,641,343,367,673,597
41121,0,57,13,84,0
41124,19,0,17,37,16
41129,324,293,212,207,174
41132,16,0,0,8,0
41135,0,0,0,7,0
41139,280,244,101,312,96
41141,28,26,10,40,29
41143,268,109,215,314,292
41144,195,108,129,186,138
41149,13,0,0,1,25
41159,0,5,0,11,0
41164,186,127,84,319,227
41166,21,9,0,7,0
41168,114,97,13,25,9
41169,155,170,266,169,146
41171,13,28,43,67,44
41174,0,22,0,0,8
41175,105,106,49,70,64
41179,112,135,50,170,123
41180,16,7,29,24,18
41183,29,57,25,46,36
41189,73,0,55,103,16
41201,17,0,0,11,0
41203,0,0,0,13,0
41204,0,9,0,0,0
41214,0,0,0,10,0
41216,0,0,5,60,61
41219,12,0,0,43,21
41222,30,32,64,23,9
41224,46,92,37,88,82
41226,0,0,10,8,0
41230,148,102,118,201,202
41231,0,0,0,62,0
41232,12,0,6,0,55
41234,0,0,0,11,0
41238,19,0,24,6,25
41240,208,91,53,301,188
41250,0,0,0,19,16
41254,15,0,0,5,13
41255,22,0,9,13,16
41256,44,0,43,64,45
41257,0,0,7,0,16
41260,0,0,0,25,0
41262,24,0,0,64,27
41263,0,0,0,7,0
41264,0,0,0,9,9
41265,85,0,8,15,5
41267,15,0,0,21,40
41268,0,0,0,0,8
41274,23,0,15,0,0
41301,94,32,57,171,55
41311,94,20,50,124,72
41314,70,73,51,252,137
41317,0,0,0,0,3
41332,0,19,16,80,0
41339,157,62,98,323,252
41348,21,0,0,18,40
41352,12,0,0,42,6
41360,0,0,0,9,0
41365,18,8,0,17,25
41367,0,0,0,8,0
41385,6,0,0,0,0
41397,0,0,0,9,0
41408,4,0,4,0,3
41421,0,0,0,2,0
41425,44,0,0,78,17
41464,0,0,0,14,0
41465,137,55,34,418,78
41472,264,87,111,329,227
41501,974,364,545,1011,384
41503,26,0,38,26,0
41512,13,9,0,14,10
41513,0,0,0,25,0
41514,38,10,47,83,46
41517,0,0,0,0,11
41519,8,17,26,13,27
41522,89,23,38,122,47
41524,0,0,0,20,15
41526,0,0,9,13,0
41527,75,20,0,45,6
41528,0,0,13,10,21
41531,0,15,0,25,0
41534,0,0,0,0,9
41535,13,0,0,10,0
41537,52,23,61,131,108
41539,5,0,0,32,10
41540,4,13,12,12,0
41543,0,0,0,21,8
41544,0,4,5,17,0
41547,0,0,0,25,0
41548,0,0,0,7,0
41553,37,0,0,51,0
41554,22,8,0,43,0
41555,18,0,0,13,0
41557,17,9,4,49,22
41558,6,0,0,0,17
41559,0,10,0,0,0
41560,9,0,14,23,0
41562,60,0,29,22,0
41563,10,16,0,5,0
41564,8,0,0,12,0
41566,24,0,15,10,0
41567,0,0,0,0,8
41568,18,0,0,6,0
41571,10,0,9,0,8
41572,24,39,42,54,61
41601,68,2,19,78,18
41602,17,0,0,0,0
41603,60,34,43,19,16
41605,0,16,29,17,11
41606,24,7,7,14,10
41607,0,56,0,26,0
41615,48,0,64,0,0
41616,0,6,6,51,48
41619,9,6,0,0,18
41621,0,0,0,21,0
41630,6,10,13,67,4
41631,16,0,0,0,0
41632,0,0,0,17,0
41635,49,124,50,21,102
41636,0,0,0,41,20
41640,19,0,7,85,27
41642,16,0,0,18,0
41643,0,0,23,7,6
41645,74,0,48,51,20
41647,0,0,21,29,10
41649,16,43,5,62,94
41650,0,0,0,19,8
41653,363,128,186,275,196
41659,0,0,22,11,0
41660,0,19,0,25,0
41666,22,0,9,35,1
41667,0,0,0,2,0
41669,2,0,8,16,9
41701,404,342,429,414,325
41714,10,0,0,0,0
41719,0,0,5,17,0
41721,13,0,0,6,5
41722,27,0,31,47,53
41723,84,0,0,0,21
41727,32,0,0,0,13
41731,0,0,0,19,24
41735,0,0,0,5,0
41739,0,0,0,30,9
41740,31,16,6,18,56
41745,0,0,0,7,0
41746,0,0,0,14,0
41749,5,26,27,131,57
41751,9,0,0,9,0
41759,0,0,18,9,0
41760,0,0,0,0,4
41763,0,23,0,49,0
41764,28,0,8,23,12
41766,0,0,0,11,0
41772,0,0,0,24,0
41773,1,8,22,55,26
41774,25,0,55,32,47
41776,34,39,0,32,0
41777,0,0,0,6,8
41804,2,0,0,40,0
41812,3,0,0,11,0
41815,0,18,3,0,0
41817,0,0,5,24,0
41819,10,14,0,0,0
41821,14,6,0,41,0
41822,47,35,16,60,30
41825,0,0,0,28,0
41826,0,0,36,89,0
41828,13,7,0,7,0
41831,7,0,49,10,16
41832,11,0,0,0,11
41833,0,0,20,0,0
41834,0,0,0,36,0
41835,0,46,0,41,62
41836,7,0,6,9,120
41837,0,0,0,0,9
41838,0,11,0,0,0
41839,22,0,0,56,0
41840,55,44,2,15,33
41843,18,0,11,10,9
41844,76,10,9,84,16
41847,7,0,0,18,14
41855,0,0,0,14,27
41858,329,122,100,232,226
41859,0,6,0,32,6
41861,0,0,4,5,0
41862,7,0,9,7,23
42001,1799,709,1244,978,1460
42003,943,431,544,577,571
42020,152,87,38,58,71
42021,8,18,9,0,10
42023,127,19,48,30,66
42024,51,5,13,32,47
42025,465,308,489,541,530
42027,124,45,117,19,14
42028,28,10,7,29,0
42029,169,122,129,93,146
42031,77,83,86,68,28
42032,0,2,0,1,3
42035,4,25,36,26,30
42036,18,0,11,34,17
42038,144,47,75,107,91
42039,38,43,18,44,27
42040,90,0,26,165,21
42041,111,14,46,162,90
42044,205,43,117,126,62
42045,41,10,20,29,31
42048,11,19,12,5,26
42049,63,59,61,81,59
42050,77,10,37,51,68
42051,135,68,14,78,48
42053,132,31,167,125,153
42054,33,17,33,4,22
42055,182,75,118,49,161
42056,30,22,74,46,26
42058,55,0,94,52,16
42061,10,0,19,0,9
42064,149,158,68,158,140
42066,643,352,411,751,461
42069,2,20,10,0,24
42071,1389,565,845,1040,1366
42076,66,0,27,8,45
42078,31,23,19,39,6
42079,68,16,29,52,10
42081,27,13,17,47,33
42082,54,46,75,56,28
42083,0,0,0,12,0
42085,30,0,0,0,13
42086,137,21,214,101,157
42087,36,40,21,56,52
42088,14,25,25,125,23
42101,1960,614,1090,884,1406
42103,1462,564,970,792,1070
42104,2022,851,1352,1282,1580
42120,20,0,65,30,28
42122,287,247,147,169,60
42123,11,10,0,21,0
42127,120,130,59,91,77
42129,81,31,141,215,116
42133,27,0,14,85,0
42134,500,186,231,411,227
42140,25,2,0,20,9
42141,837,449,667,830,597
42153,6,0,0,0,0
42154,26,0,22,10,0
42156,0,12,0,24,0
42157,0,3,4,0,0
42159,40,13,63,22,102
42160,56,18,2,18,26
42164,385,210,176,458,362
42166,16,9,0,60,48
42167,269,94,82,186,111
42170,21,4,72,17,60
42171,267,97,143,146,73
42202,65,51,15,39,41
42204,42,0,0,5,5
42206,172,54,73,189,67
42207,5,50,28,58,0
42210,38,60,36,91,25
42211,422,271,318,345,352
42214,0,0,7,37,0
42215,7,0,36,46,16
42217,54,13,34,40,46
42220,60,21,74,136,90
42223,262,119,288,157,349
42232,40,9,0,18,11
42234,46,0,55,36,41
42236,43,7,5,22,0
42240,1195,418,980,1345,971
42254,0,2,0,1,4
42256,150,43,26,83,80
42259,12,5,4,25,6
42261,206,173,83,114,95
42262,123,71,161,36,183
42265,11,31,18,41,9
42266,77,30,19,54,44
42273,11,12,0,36,0
42274,85,34,26,37,33
42275,32,0,8,0,0
42276,313,126,307,297,146
42280,0,0,0,11,0
42285,0,0,13,0,7
42286,61,1,8,38,16
42301,1120,655,1301,998,1278
42303,1847,432,1217,1137,1254
42320,118,33,52,106,172
42323,8,0,0,0,0
42324,18,25,0,41,0
42325,24,6,7,47,12
42327,25,62,78,167,43
42328,9,7,4,41,2
42330,86,51,28,147,36
42332,0,0,0,5,0
42333,33,21,0,0,0
42337,2,0,15,11,38
42339,0,17,5,50,0
42343,1,0,0,33,0
42345,184,279,158,560,138
42347,106,88,29,140,77
42348,103,73,97,91,44
42349,0,3,0,12,3
42350,16,7,4,50,13
42351,98,43,49,111,63
42352,20,11,3,40,26
42354,8,0,0,2,0
42355,112,0,7,33,48
42356,0,7,0,90,0
42361,25,0,0,4,0
42366,167,90,184,195,26
42367,6,0,5,8,6
42368,45,0,0,11,0
42369,1,4,0,1,0
42371,15,0,0,9,0
42372,30,0,25,40,6
42374,0,5,0,31,0
42376,266,54,90,152,95
42378,92,18,23,76,46
42404,31,10,36,58,22
42406,79,34,17,80,3
42408,196,37,87,121,95
42409,50,25,31,61,11
42410,28,0,17,15,24
42411,26,11,19,82,29
42413,133,34,83,143,79
42420,1197,560,1022,1095,733
42431,866,399,517,660,530
42436,0,10,8,45,8
42437,196,48,141,132,115
42440,5,0,15,35,10
42441,5,0,4,9,16
42442,17,31,30,72,54
42445,276,195,147,422,258
42450,26,10,29,94,10
42451,20,0,0,0,0
42452,67,27,35,84,36
42453,12,0,9,2,0
42455,42,47,43,29,60
42456,42,5,34,8,2
42458,0,51,13,62,0
42459,77,38,20,92,19
42461,6,8,0,8,16
42462,36,24,48,7,30
42464,44,29,5,56,17
42501,429,178,254,337,441
42503,797,353,804,636,433
42516,11,7,0,13,0
42518,114,8,55,74,46
42519,104,27,28,41,49
42528,23,19,31,57,15
42533,10,2,5,16,27
42539,120,56,64,243,108
42541,48,43,37,0,0
42544,177,35,73,55,116
42553,123,40,19,133,101
42565,5,0,0,12,8
42567,108,79,72,72,30
42602,111,57,147,179,182
42629,127,38,61,111,158
42633,409,118,79,527,219
42634,21,0,6,25,19
42635,76,25,0,86,28
42642,320,128,109,251,171
42647,70,0,25,193,49
42649,0,0,61,67,57
42653,6,10,0,108,20
42701,2364,862,1719,1764,1715
42712,5,0,21,8,0
42713,24,13,4,23,9
42715,0,0,0,5,0
42716,24,5,28,14,92
42717,169,124,85,131,75
42718,394,273,697,603,469
42721,40,43,30,83,41
42722,5,0,4,12,25
42724,208,18,44,161,94
42726,89,0,43,129,49
42728,352,129,194,570,538
42729,53,14,7,40,23
42732,17,0,14,11,15
42733,0,0,43,3,0
42740,80,30,0,59,0
42741,26,45,10,14,0
42743,187,67,133,171,127
42746,35,8,26,25,54
42748,139,52,92,254,116
42749,176,30,71,89,85
42753,5,0,0,6,24
42754,191,81,114,370,270
42757,36,29,46,53,34
42758,0,0,0,15,0
42764,0,0,0,11,0
42765,42,26,45,94,75
42776,60,21,15,33,25
42782,14,11,24,22,32
42784,37,4,16,16,69
42788,25,26,0,37,18
43001,152,28,60,103,164
43002,560,300,361,39,202
43003,166,34,20,11,57
43004,1881,516,2282,484,1232
43006,0,6,2,0,0
43008,52,0,38,31,13
43009,56,27,70,41,69
43010,2,0,0,0,1
43011,215,120,270,324,119
43013,38,3,31,22,88
43014,73,7,26,105,54
43015,3808,1052,2388,2121,2140
43016,6806,1409,3311,1415,2496
43017,6140,1566,3946,2033,3046
43019,277,98,234,183,157
43021,1061,343,1251,482,655
43022,231,114,93,109,202
43023,1351,262,749,536,972
43025,305,59,114,183,118
43026,6352,1430,4045,1995,3792
43028,289,152,434,273,325
43029,6,5,19,74,13
43031,555,256,582,309,383
43033,3,0,7,13,11
43035,3157,958,2664,956,1578
43036,6,0,7,0,9
43037,2,0,4,44,0
43040,1802,498,1224,753,959
43044,187,64,69,147,133
43045,83,14,6,45,109
43046,149,14,114,129,98
43050,1355,190,768,810,963
43054,3206,788,2663,906,1943
43055,1786,549,1582,1546,1254
43056,600,203,432,346,394
43060,55,32,79,78,32
43061,216,117,245,96,197
43062,1520,545,1625,891,959
43064,1287,227,369,332,590
43065,5901,1696,4187,1827,2791
43066,68,21,29,28,53
43067,26,0,27,23,33
43068,2854,767,2465,1144,1921
43071,25,1,39,3,6
43072,172,59,132,101,194
43074,825,259,675,437,494
43076,302,164,284,356,243
43077,3,0,3,5,8
43078,500,160,456,610,325
43080,185,32,124,165,111
43081,5960,1487,4059,3105,4044
43082,4429,1283,3593,1658,2213
43084,19,0,1,2,8
43085,3494,855,1805,1345,2463
43101,8,0,2,0,0
43102,49,71,30,210,60
43103,280,244,371,357,323
43105,248,193,253,181,265
43106,30,0,0,8,36
43107,72,6,56,44,78
43109,1,46,3,8,0
43110,1806,686,1959,1135,1201
43111,10,0,0,0,0
43112,139,64,197,127,201
43113,718,291,524,800,403
43115,52,35,4,42,20
43116,40,33,65,31,27
43119,1609,553,1369,485,965
43123,2669,1465,2626,1613,1480
43125,547,77,608,467,545
43126,13,3,0,9,1
43127,0,0,0,6,0
43128,45,22,37,58,7
43130,1824,855,1509,1808,1434
43135,79,27,10,77,80
43136,4,3,9,14,15
43137,72,32,36,7,20
43138,406,298,235,433,329
43140,751,211,567,521,369
43143,160,51,62,165,68
43144,2,1,0,5,3
43145,49,21,1,32,33
43146,366,153,221,115,357
43147,3071,1107,3192,1876,2056
43148,62,46,22,47,40
43149,86,114,47,84,47
43150,49,70,97,105,91
43151,0,0,7,3,0
43152,7,0,9,27,16
43153,41,0,8,30,9
43154,111,37,19,152,112
43155,58,13,107,65,48
43156,9,0,2,2,0
43157,5,4,0,4,13
43160,553,283,330,721,368
43162,227,39,108,129,110
43164,38,10,39,52,39
43201,2287,394,1015,410,1745
43202,3624,529,740,450,2744
43203,387,113,222,138,242
43204,1771,607,1157,547,1328
43205,422,129,341,194,549
43206,1693,403,1078,477,1633
43207,551,153,730,451,833
43209,2851,762,1574,1336,2897
43210,247,22,5,5,60
43211,232,89,193,87,211
43212,3409,775,1523,1016,2612
43213,1207,328,1045,566,718
43214,3788,1017,1890,1364,3696
43215,2289,339,1306,358,1554
43217,5,0,31,27,9
43219,991,212,1297,481,782
43220,4385,1383,2458,1290,2404
43221,5172,1704,3367,1685,3755
43222,97,72,0,47,81
43223,427,123,278,153,359
43224,1262,334,834,518,1140
43227,651,85,724,270,342
43228,1997,805,1393,714,1506
43229,1983,681,1975,833,1971
43230,5528,1289,4490,2164,3412
43231,1327,434,773,588,779
43232,683,389,1056,719,728
43235,5587,1363,3337,1975,3166
43240,566,164,330,50,225
43302,1175,377,984,1364,593
43310,89,21,61,51,56
43311,641,207,316,462,385
43314,179,23,70,137,57
43315,141,56,114,145,126
43316,90,116,85,87,83
43317,0,3,0,15,8
43318,107,8,83,107,63
43319,25,27,0,11,9
43320,74,14,3,45,6
43321,1,3,1,0,3
43322,12,0,1,0,4
43323,14,0,21,1,0
43324,177,56,29,98,58
43326,315,94,185,269,104
43330,0,0,0,0,4
43331,84,9,58,42,8
43332,12,5,22,6,34
43333,10,40,0,11,38
43334,72,41,190,170,93
43337,1,12,23,79,11
43338,301,83,137,537,84
43340,45,19,35,49,2
43341,0,0,14,27,12
43342,89,35,49,134,121
43343,23,4,0,4,7
43344,74,38,61,101,40
43345,18,3,6,11,2
43347,43,12,38,66,7
43348,19,30,40,50,0
43351,161,103,306,318,95
43356,1,31,35,75,22
43357,234,23,111,248,172
43358,109,11,24,58,22
43359,2,2,9,33,3
43360,84,0,35,27,42
43402,1824,700,1034,1513,2193
43403,4,0,0,0,0
43406,29,9,34,16,52
43407,27,0,54,35,0
43408,1,0,4,6,5
43410,195,153,273,200,128
43412,134,63,95,100,84
43413,18,8,15,34,29
43416,105,68,63,188,56
43420,675,330,721,888,359
43430,179,36,171,209,92
43431,30,21,44,105,35
43432,127,46,41,33,0
43435,23,6,7,12,22
43437,13,9,0,9,4
43438,13,0,3,6,8
43440,187,107,179,347,169
43442,22,11,3,46,31
43443,40,13,130,45,22
43445,30,0,36,29,28
43446,15,3,4,18,8
43447,109,15,98,159,68
43449,243,67,362,324,186
43450,157,100,69,140,134
43451,56,25,13,35,44
43452,614,222,486,542,403
43456,71,12,29,39,24
43457,28,2,12,27,4
43458,1,0,4,5,5
43460,178,133,285,268,191
43462,7,7,33,71,14
43464,47,0,0,40,24
43465,139,128,66,91,62
43466,27,9,40,50,30
43467,0,0,0,0,11
43468,10,16,0,0,0
43469,108,46,59,96,98
43501,0,2,0,0,45
43502,245,130,225,243,179
43504,20,22,25,36,43
43505,0,0,1,0,2
43506,438,154,319,530,257
43511,20,0,40,21,28
43512,672,250,759,974,732
43515,275,102,228,300,95
43516,38,28,58,58,69
43517,95,19,102,103,44
43518,47,25,36,57,7
43519,0,0,8,0,7
43521,41,3,24,92,21
43522,114,43,71,117,141
43524,6,18,42,33,11
43525,73,36,26,37,26
43526,48,57,59,86,67
43527,36,12,18,39,68
43528,1245,496,929,589,583
43529,0,0,1,0,0
43531,0,0,0,13,14
43532,115,30,85,49,63
43533,18,38,38,36,20
43534,52,8,58,29,26
43535,18,8,1,7,12
43536,0,10,18,8,0
43537,2095,1035,1574,1379,1283
43540,17,4,46,27,22
43541,2,0,1,3,0
43542,228,202,243,145,78
43543,166,97,172,190,124
43545,388,237,258,486,302
43547,0,12,12,0,0
43548,30,1,22,9,4
43549,29,44,10,18,21
43551,3588,931,2494,1979,1822
43553,3,0,6,3,0
43554,70,18,37,106,22
43556,50,24,65,78,20
43557,12,36,49,18,91
43558,404,170,318,445,168
43560,2720,1107,2392,1882,1406
43565,7,9,1,11,0
43566,703,156,270,313,311
43567,199,201,371,417,151
43569,43,30,35,105,83
43570,56,54,30,53,37
43571,473,247,287,444,194
43604,192,57,112,82,174
43605,126,78,178,164,189
43606,1790,431,990,1029,1387
43607,487,253,297,268,674
43608,167,49,93,176,235
43609,463,173,270,192,370
43610,136,64,62,70,192
43611,293,185,336,218,278
43612,652,173,439,572,709
43613,898,501,1024,1135,798
43614,1667,608,1270,1080,1495
43615,2053,645,1647,1283,1865
43616,714,397,482,606,459
43617,671,237,701,284,560
43619,245,143,174,240,67
43620,156,76,143,168,318
43623,1158,353,887,875,893
43701,1090,780,1070,1635,1001
43713,212,117,118,269,84
43716,10,5,10,56,20
43717,0,0,0,1,0
43718,14,74,39,69,68
43719,88,11,45,72,48
43720,0,23,27,0,10
43723,17,11,37,67,37
43724,119,62,130,292,74
43725,480,379,376,685,612
43727,9,0,17,0,14
43728,3,5,16,35,21
43730,45,15,2,24,3
43731,65,52,62,98,37
43732,61,0,40,98,36
43734,25,14,14,36,13
43735,0,0,0,9,0
43738,0,0,0,2,0
43739,13,49,36,6,34
43740,4,7,4,0,0
43746,39,85,63,0,0
43747,2,0,4,6,1
43748,17,17,33,9,33
43749,23,11,17,37,19
43750,0,0,7,27,0
43754,30,53,4,33,24
43755,38,11,24,27,10
43756,98,82,116,180,54
43758,53,24,28,71,36
43760,56,17,14,55,0
43762,170,99,141,185,116
43764,70,62,48,213,83
43766,46,0,18,6,5
43767,49,22,36,30,60
43768,0,0,3,3,4
43771,4,19,24,39,10
43772,46,9,22,72,34
43773,42,24,20,39,20
43777,68,18,4,39,8
43778,0,55,0,24,25
43779,0,36,17,4,4
43780,30,27,26,7,48
43782,2,2,2,0,10
43783,69,66,101,111,50
43786,0,0,0,0,2
43787,38,11,11,51,31
43788,11,0,9,5,0
43793,58,55,94,141,86
43802,11,0,11,35,3
43804,14,22,18,30,6
43811,0,2,6,2,2
43812,402,203,362,447,281
43821,68,35,67,59,95
43822,68,26,35,98,62
43824,82,28,41,23,27
43830,255,109,274,211,87
43832,87,67,178,170,118
43836,1,0,0,5,2
43837,22,17,4,73,29
43840,22,29,29,37,12
43843,43,0,25,37,36
43844,47,23,42,178,70
43845,91,62,112,173,48
43901,33,7,49,55,89
43902,9,0,0,107,10
43903,16,5,12,33,18
43906,195,104,124,110,129
43907,93,48,156,108,79
43908,29,18,13,12,2
43910,50,96,105,203,96
43912,181,84,119,168,100
43913,22,7,8,17,0
43915,13,11,1,20,17
43917,45,52,37,36,74
43920,423,205,221,590,383
43925,0,0,0,13,0
43926,0,4,6,1,3
43928,10,0,0,0,0
43930,25,0,4,38,5
43931,12,0,0,21,0
43932,12,2,13,1,4
43933,0,9,0,0,0
43935,196,73,168,249,151
43938,79,78,139,89,51
43939,12,3,3,13,11
43940,0,0,0,0,19
43942,27,11,30,139,13
43943,40,26,43,70,15
43944,54,106,48,54,0
43945,88,8,23,46,20
43946,63,10,9,107,13
43947,124,126,97,261,84
43948,25,8,0,14,16
43950,741,471,446,677,478
43951,0,0,0,0,10
43952,469,348,483,471,544
43953,247,432,451,432,284
43961,2,1,1,5,4
43962,1,1,0,2,3
43963,19,0,36,76,10
43964,142,142,146,161,126
43968,92,39,38,243,52
43971,13,26,31,29,24
43972,0,0,0,9,0
43973,32,16,9,19,30
43974,0,2,0,0,1
43976,52,28,39,42,24
43977,31,33,18,22,18
43986,6,9,1,20,25
43988,24,22,9,53,24
44001,948,301,627,1035,449
44003,120,54,100,117,119
44004,685,257,443,794,592
44010,64,44,53,30,47
44011,2376,804,1838,939,1128
44012,2058,756,1950,1605,1460
44017,930,310,755,744,1196
44021,278,58,133,159,109
44022,2771,651,1784,995,2143
44023,2123,621,1445,873,1375
44024,1753,702,1000,802,901
44026,1106,363,549,620,693
44028,292,109,361,229,152
44030,349,203,162,363,278
44032,51,0,0,0,0
44035,1543,584,1234,1890,1340
44039,1718,812,1523,882,1048
44040,534,169,366,140,335
44041,486,269,296,308,189
44044,463,136,423,378,208
44045,5,0,5,5,1
44046,97,40,82,64,34
44047,371,57,164,315,259
44048,23,30,33,116,25
44049,8,0,3,1,2
44050,162,101,177,139,145
44052,483,142,394,432,447
44053,644,231,528,492,463
44054,566,140,340,326,357
44055,258,37,168,166,336
44056,1104,469,977,443,378
44057,742,220,569,551,428
44060,3902,1467,3525,2110,2171
44062,220,74,127,215,212
44064,38,26,31,16,17
44065,262,79,302,149,93
44067,1647,632,1236,764,936
44070,2103,731,2130,1032,1426
44072,607,248,292,231,183
44074,796,108,135,360,805
44076,22,27,28,40,136
44077,2912,879,2376,1619,1696
44080,8,0,26,14,18
44081,290,54,199,260,100
44082,35,0,0,0,0
44084,196,68,93,72,94
44085,103,39,125,51,9
44086,51,23,28,62,72
44087,1707,431,1706,895,1015
44089,660,244,345,445,322
44090,364,140,130,420,172
44092,828,408,563,427,669
44093,7,0,0,81,49
44094,2755,882,1802,1444,1706
44095,1323,368,1312,715,939
44099,44,13,15,24,29
44101,0,9,4,0,0
44102,1290,245,775,333,1367
44103,270,128,164,124,211
44104,93,41,193,96,213
44105,584,168,585,320,519
44106,2888,495,555,419,1550
44107,4712,1216,2565,1487,5102
44108,608,112,347,249,371
44109,922,382,700,352,735
44110,478,126,220,139,306
44111,1766,747,1066,820,1621
44112,638,224,334,230,327
44113,1971,354,1190,186,1368
44114,752,202,347,127,480
44115,224,36,153,35,184
44116,2416,708,2124,921,2028
44117,266,298,272,151,226
44118,5465,1148,1841,1536,4062
44119,494,109,616,315,484
44120,3642,666,916,859,2293
44121,2307,905,1617,1057,2488
44122,5473,1184,2197,1428,3685
44123,656,257,566,200,612
44124,4606,1273,2700,1821,2493
44125,763,298,738,435,656
44126,1348,410,1284,746,821
44127,129,0,62,21,67
44128,669,248,668,438,571
44129,1498,457,914,452,756
44130,2959,823,2287,1206,1768
44131,1665,505,1389,645,881
44132,421,209,582,416,279
44133,2435,863,1999,1341,1438
44134,1392,418,1207,1091,1134
44135,809,406,439,384,624
44136,2571,776,2134,964,1410
44137,508,205,656,388,557
44138,1545,685,1318,1084,972
44139,3700,743,2282,874,1677
44140,1797,465,1435,1057,1646
44141,1860,477,1322,601,922
44142,474,248,388,222,359
44143,2788,712,1879,882,1771
44144,640,206,574,341,780
44145,3956,1403,3364,1795,2266
44146,1114,443,995,719,1052
44147,2291,742,1481,779,1086
44149,1864,660,1902,876,828
44201,175,125,73,123,162
44202,1987,529,1896,965,845
44203,1365,652,763,944,964
44212,1913,829,2105,860,1415
44214,79,25,42,107,35
44215,54,59,22,80,70
44216,432,153,362,397,384
44217,124,29,51,63,48
44221,1490,620,940,1107,1280
44223,1417,547,1091,1084,957
