zip,science_and_eng_field,science_and_eng_related_field,business_field,education_field,arts_humanities_field
44224,3516,1037,2404,1981,2224
44230,362,239,244,270,255
44231,293,147,175,180,176
44233,546,249,561,317,283
44234,234,86,152,109,212
44235,37,20,19,41,28
44236,4121,885,2757,1149,2277
44240,2797,689,1371,1663,1988
44241,671,296,804,567,446
44243,7,7,14,2,51
44250,26,0,0,37,0
44251,87,24,56,42,55
44253,99,106,162,70,71
44254,147,36,109,143,66
44255,225,141,221,143,166
44256,4312,1582,4091,2776,2505
44260,663,233,406,397,446
44262,506,200,229,199,318
44264,285,106,100,152,296
44266,1116,458,614,549,795
44270,183,157,166,228,138
44272,90,89,68,146,106
44273,231,182,374,159,204
44274,0,10,0,0,39
44275,70,41,45,59,81
44276,52,0,36,72,25
44278,780,385,768,950,605
44280,288,110,164,171,140
44281,2072,658,1499,1687,889
44285,0,18,0,0,4
44286,652,210,685,305,312
44287,137,74,115,212,139
44288,36,3,55,33,81
44301,596,192,237,563,352
44302,195,63,119,107,394
44303,860,300,569,376,937
44304,301,41,48,24,14
44305,759,261,262,421,555
44306,220,63,318,204,225
44307,72,21,91,62,114
44308,36,13,6,9,58
44310,648,242,429,444,438
44311,158,27,75,40,97
44312,1017,373,574,878,740
44313,2573,767,1437,1181,1904
44314,353,149,164,357,162
44319,1290,652,1080,747,583
44320,576,375,459,511,544
44321,1825,492,1210,562,1010
44333,2683,792,1567,1083,1400
44401,97,43,31,63,59
44402,77,42,58,56,41
44403,157,88,132,194,119
44404,37,15,69,103,40
44405,120,24,167,115,76
44406,1792,814,1164,1033,1120
44408,320,207,405,452,300
44410,930,468,574,827,389
44411,9,0,42,51,22
44412,54,8,33,44,29
44413,111,11,30,229,113
44417,68,83,56,39,34
44418,108,17,15,89,49
44420,536,292,554,453,447
44423,26,54,14,28,33
44425,512,220,450,476,627
44427,37,1,12,32,32
44428,66,50,19,45,39
44429,82,37,39,46,88
44430,93,30,35,61,43
44431,106,144,186,106,59
44432,265,118,224,250,212
44436,107,72,113,132,74
44437,140,35,136,106,143
44438,46,23,79,70,112
44440,149,147,151,126,92
44441,111,0,25,87,61
44442,92,85,133,130,131
44443,25,121,0,13,0
44444,163,123,88,194,132
44445,47,8,65,93,98
44446,435,329,475,660,386
44449,44,0,53,24,7
44450,67,24,59,50,11
44451,80,62,168,67,106
44452,115,37,65,80,123
44454,0,30,12,32,27
44455,16,23,0,44,13
44460,720,254,573,948,774
44470,49,73,92,122,69
44471,252,68,239,262,245
44473,86,93,101,99,130
44481,309,250,231,224,116
44483,635,348,580,538,479
44484,1122,697,639,1000,664
44485,210,159,124,184,120
44490,18,2,12,18,7
44491,83,13,33,27,37
44493,0,20,0,0,0
44502,140,46,149,28,92
44503,37,0,18,8,6
44504,205,99,118,156,178
44505,590,203,327,389,499
44506,17,34,4,38,9
44507,52,36,84,56,47
44509,225,120,173,153,224
44510,7,0,14,20,21
44511,580,332,526,748,645
44512,1775,855,1672,1513,1271
44514,1860,616,1231,1090,1016
44515,1001,415,821,1004,796
44601,914,508,404,668,531
44606,152,103,63,97,109
44607,0,7,0,0,0
44608,66,0,24,19,72
44609,198,71,51,133,44
44610,31,0,0,0,14
44611,8,8,0,40,14
44612,225,156,200,172,110
44613,3,14,19,33,24
44614,395,293,433,420,418
44615,145,124,99,333,212
44618,130,135,115,276,174
44620,49,9,17,42,14
44621,48,27,38,107,56
44622,776,322,571,664,417
44624,15,25,34,0,24
44625,34,15,22,29,27
44626,85,55,2,81,24
44627,48,3,22,21,52
44628,0,0,6,12,59
44629,123,16,47,55,24
44632,414,318,315,362,258
44633,98,2,37,43,0
44634,27,60,28,48,31
44637,39,14,5,67,8
44638,25,17,9,39,0
44640,2,0,0,6,2
44641,612,285,626,669,318
44643,85,31,94,71,16
44644,214,12,144,117,67
44645,98,18,52,62,66
44646,1702,1038,1825,1360,1355
44647,457,302,246,351,174
44651,8,26,0,0,0
44653,13,0,0,16,0
44654,257,96,177,265,230
44656,45,29,35,32,34
44657,259,68,144,301,107
44659,0,2,2,9,9
44661,4,3,2,2,4
44662,220,117,109,290,133
44663,675,258,600,699,383
44666,87,66,23,44,33
44667,467,163,222,597,391
44669,113,23,60,68,44
44670,0,0,0,0,31
44671,0,0,12,13,0
44672,174,37,20,117,207
44675,17,36,45,84,13
44676,74,59,90,165,67
44677,81,56,62,95,45
44680,92,104,146,166,26
44681,182,73,104,207,75
44682,30,11,32,20,0
44683,23,48,85,127,53
44685,1835,812,1538,1363,1149
44688,41,6,49,77,29
44689,3,0,0,3,5
44690,0,0,11,0,0
44691,2763,566,946,1534,1742
44695,3,7,3,6,11
44697,30,2,10,10,18
44699,22,7,8,5,20
44702,2,5,30,13,8
44703,228,88,88,51,178
44704,11,43,83,15,11
44705,294,74,270,124,222
44706,238,157,210,245,124
44707,134,14,100,130,83
44708,1217,480,969,922,816
44709,858,426,736,749,743
44710,160,31,135,114,137
44714,617,90,372,229,392
44718,1630,372,976,590,633
44720,2945,1181,2483,1911,1849
44721,793,463,696,633,488
44730,150,40,66,120,99
44802,14,25,7,22,6
44804,48,10,52,63,13
44805,1492,423,894,1292,1046
44807,33,4,32,24,12
44809,8,22,14,15,12
44811,319,206,322,446,192
44813,165,129,54,163,176
44814,114,54,35,95,45
44815,4,5,9,3,2
44817,87,27,20,98,15
44818,32,9,61,85,26
44820,392,141,219,609,220
44822,115,22,77,77,65
44824,113,30,89,83,90
44826,17,53,61,27,0
44827,92,79,100,277,131
44830,283,134,305,380,243
44833,274,217,125,521,131
44836,53,23,34,48,38
44837,52,37,56,132,16
44838,2,5,3,7,4
44839,873,301,446,879,463
44840,130,4,29,116,76
44841,15,0,0,27,9
44842,113,33,52,190,93
44843,66,48,98,58,73
44844,19,15,0,28,6
44846,233,68,57,87,103
44847,50,38,87,40,49
44849,58,36,33,65,33
44851,126,58,104,106,57
44853,11,12,20,18,32
44854,34,38,24,57,17
44855,5,4,40,33,26
44856,6,0,0,2,4
44857,583,223,429,658,479
44859,37,27,38,82,44
44861,0,0,6,5,0
44864,79,16,66,128,46
44865,19,15,49,122,30
44866,18,27,11,36,3
44867,123,63,56,73,26
44870,1387,513,929,1378,1113
44874,7,2,6,16,10
44875,306,182,431,305,248
44878,40,18,24,39,29
44880,40,0,34,57,34
44882,78,20,118,58,74
44883,864,441,771,799,545
44887,45,31,31,0,2
44889,255,112,145,223,117
44890,157,128,157,312,153
44901,30,0,8,7,0
44902,20,16,0,8,46
44903,829,334,404,847,544
44904,490,437,515,679,467
44905,167,23,117,266,269
44906,599,137,583,448,342
44907,500,182,308,486,341
45001,0,2,0,2,0
45002,622,213,690,275,456
45003,20,11,6,14,25
45005,821,271,542,812,309
45011,3642,1229,3154,1696,1798
45013,1712,856,1216,2123,1358
45014,2298,809,2034,1349,1553
45015,141,31,123,216,346
45030,684,332,602,528,668
45032,7,9,7,0,2
45034,65,13,91,74,39
45036,2675,803,1681,1071,1600
45039,2862,466,1927,978,1291
45040,7317,1731,4969,1863,2734
45041,9,0,0,0,0
45042,1133,361,856,864,656
45044,2830,836,1602,1408,1385
45050,610,186,349,346,392
45051,6,6,0,36,6
45052,221,51,249,226,221
45053,143,116,124,109,123
45054,280,17,29,32,30
45056,1882,359,544,766,1211
45062,6,2,8,16,20
45064,134,35,13,83,28
45065,646,128,76,312,102
45066,2611,716,2072,883,1401
45067,531,122,175,269,251
45068,676,266,416,467,431
45069,6060,1442,4030,1879,1978
45101,25,11,7,16,18
45102,744,286,863,560,640
45103,1371,684,1204,698,939
45106,289,113,121,167,271
45107,121,86,109,214,77
45111,10,3,10,18,19
45112,0,2,0,0,0
45113,166,63,134,95,105
45118,42,54,79,115,78
45120,45,19,27,39,33
45121,135,122,175,244,111
45122,165,182,92,207,318
45123,116,93,88,227,99
45130,115,15,17,49,95
45131,0,4,9,14,0
45132,6,0,7,3,0
45133,430,98,255,722,347
45135,153,72,21,105,73
45140,5620,1912,4028,1764,3292
45142,63,18,64,93,70
45144,38,54,60,126,42
45146,38,38,34,9,14
45147,0,0,13,0,0
45148,16,12,7,17,17
45150,1946,717,1401,1326,1310
45152,685,207,463,458,324
45153,31,18,28,35,20
45154,104,121,209,91,52
45155,0,0,3,0,4
45156,15,1,0,0,2
45157,388,105,300,235,281
45158,4,2,2,9,2
45159,34,2,37,99,21
45160,21,0,20,6,11
45162,128,41,68,29,16
45164,4,1,7,5,1
45167,59,17,50,104,68
45168,48,0,3,63,11
45169,95,29,86,119,119
45171,97,120,102,144,64
45172,0,0,0,3,2
45174,329,74,296,134,275
45176,202,57,155,193,113
45177,739,302,729,432,508
45202,1917,299,784,229,1412
45203,100,13,97,23,32
45204,233,20,122,48,250
45205,435,28,237,94,561
45206,1016,219,477,176,1008
45207,103,35,49,76,83
45208,3841,656,2354,748,2588
45209,1630,407,1422,267,1030
45211,1543,655,1298,638,1339
45212,1259,322,782,458,1268
45213,1161,417,418,363,1060
45214,96,63,77,49,145
45215,2354,552,1233,901,1311
45216,258,25,126,214,319
45217,172,86,195,77,199
45218,299,138,143,236,152
45219,753,138,144,149,654
45220,2682,444,347,426,1853
45223,660,95,171,152,940
45224,1165,287,637,850,1135
45225,98,26,99,19,58
45226,857,170,564,291,657
45227,1683,632,967,607,1283
45229,726,186,339,369,531
45230,2582,855,1863,944,2080
45231,1838,636,1144,820,1460
45232,126,39,42,14,103
45233,977,605,1058,498,750
45236,2548,681,1318,998,1784
45237,877,276,459,550,903
45238,1677,768,1333,1039,1639
45239,1241,382,694,520,883
45240,1067,606,889,722,1368
45241,2783,1029,1631,887,1094
45242,3609,792,1632,1341,1933
45243,2023,690,1788,926,1490
45244,2787,829,2475,1100,1985
45245,1143,533,873,542,990
45246,1294,318,423,519,557
45247,1560,817,1456,796,1031
45248,1319,581,1332,702,1065
45249,2412,628,995,581,1113
45251,670,249,661,337,546
45252,310,144,192,271,235
45255,2003,765,1645,863,1606
45301,0,12,12,8,0
45302,168,60,131,134,64
45303,70,28,31,35,20
45304,95,66,143,129,105
45305,1528,278,818,304,561
45306,92,43,28,116,66
45307,0,0,0,4,5
45308,36,0,120,49,54
45309,347,230,179,260,269
45310,4,3,7,1,2
45311,75,105,53,61,44
45312,27,22,39,47,35
45314,204,86,71,171,227
45315,294,116,300,269,264
45316,5,4,4,1,3
45317,6,36,17,42,31
45318,137,53,83,50,76
45319,25,12,11,20,13
45320,479,208,183,448,300
45321,15,0,3,66,4
45322,756,520,785,680,672
45323,266,168,292,161,120
45324,2649,581,1219,1023,1024
45325,100,36,41,95,9
45326,24,23,36,11,3
45327,368,296,220,334,195
45328,0,8,1,4,5
45330,10,0,2,11,3
45331,464,242,307,556,324
45332,3,0,1,0,4
45333,14,12,31,60,10
45334,29,19,62,96,6
45335,196,43,92,193,124
45336,11,0,0,7,11
45337,33,40,26,52,23
45338,102,26,116,129,65
45339,26,15,48,29,70
45340,12,3,4,14,5
45341,106,61,25,63,69
45342,2458,733,1450,893,1075
45344,600,200,480,429,251
45345,75,57,26,23,50
45346,7,39,17,106,19
45347,81,61,27,91,53
45348,1,8,0,16,0
45349,15,0,9,18,0
45350,6,0,1,0,5
45351,7,0,11,4,0
45354,0,10,15,3,15
45356,434,250,400,467,338
45358,2,5,4,10,3
45359,47,9,14,24,29
45360,3,2,7,2,0
45361,0,0,6,2,5
45362,23,18,16,63,1
45363,53,33,70,53,24
45365,539,381,592,887,447
45368,155,38,85,118,60
45369,99,75,70,81,46
45370,271,112,153,48,120
45371,888,440,892,732,704
45372,5,6,2,0,2
45373,1695,677,1500,1208,869
45377,684,190,561,593,244
45378,6,0,1,2,2
45380,168,58,158,171,44
45381,132,49,99,83,92
45382,37,8,3,29,9
45383,174,104,256,215,180
45384,11,0,12,0,49
45385,2405,552,1316,1427,1240
45387,1005,195,193,275,660
45388,14,18,20,0,12
45389,6,2,0,6,4
45390,9,18,45,57,10
45402,366,60,146,160,496
45403,206,77,85,195,434
45404,80,93,56,13,94
45405,514,207,403,344,548
45406,558,79,473,534,675
45409,694,228,536,359,738
45410,574,137,280,212,547
45414,803,342,639,430,550
45415,712,260,715,688,432
45416,127,57,152,100,46
45417,428,222,427,383,360
45418,41,22,48,19,43
45419,1897,625,814,715,1237
45420,943,242,557,484,837
45424,2961,887,2037,1276,1439
45426,356,192,565,358,304
45428,7,4,4,0,7
45429,2479,700,1587,996,1498
45430,1055,332,426,209,395
45431,3346,657,1293,509,853
45432,768,270,557,510,519
45433,155,85,192,31,56
45434,1956,476,955,549,594
45439,245,231,132,202,122
45440,2626,723,1188,952,934
45449,615,171,408,398,648
45458,3705,982,2679,1605,1911
45459,3194,939,2047,1352,1794
45502,822,291,628,590,441
45503,1048,454,805,1126,1035
45504,750,336,535,839,659
45505,149,163,249,201,220
45506,315,90,293,298,267
45601,1943,639,1137,1687,1080
45612,56,133,136,109,61
45613,79,0,2,97,12
45614,232,63,40,78,91
45616,53,0,19,0,25
45617,0,0,14,0,0
45619,217,188,196,266,72
45620,13,2,0,14,0
45621,7,5,2,1,3
45622,9,0,0,23,8
45623,20,88,64,47,8
45628,170,108,77,130,74
45629,25,32,82,96,14
45631,508,367,290,496,249
45634,17,0,14,37,1
45636,0,0,0,12,0
45638,311,387,234,756,259
45640,384,250,448,684,468
45644,81,75,16,64,49
45645,67,60,17,97,18
45647,0,26,0,0,0
45648,177,195,200,388,197
45650,0,0,0,5,0
45651,99,38,93,169,89
45652,55,59,28,102,56
45653,91,27,117,169,46
45654,10,0,0,26,5
45656,135,74,69,220,136
45657,101,0,45,61,80
45658,19,33,10,99,45
45659,23,69,57,126,22
45660,131,45,55,160,106
45661,118,98,38,262,92
45662,802,387,439,806,636
45663,96,141,34,66,83
45669,189,251,264,361,298
45671,2,0,17,0,0
45672,12,0,18,40,18
45674,3,9,10,36,4
45678,0,0,0,12,0
45679,51,47,31,59,52
45680,375,177,187,308,237
45681,31,16,2,31,17
45682,44,44,19,83,16
45684,71,21,14,25,13
45685,0,14,21,74,12
45686,23,8,13,36,30
45688,10,0,0,4,0
45690,505,137,220,248,313
45692,107,97,184,427,66
45693,107,23,91,183,82
45694,360,126,262,408,283
45695,1,5,3,15,11
45696,0,42,42,43,13
45697,91,35,76,80,41
45698,23,0,0,2,0
45701,2267,534,531,1094,2298
45710,190,23,157,117,215
45711,75,15,13,24,15
45714,278,188,240,165,79
45715,75,9,53,61,63
45716,3,15,4,25,7
45719,4,3,15,6,33
45723,60,65,92,80,77
45724,21,61,12,43,35
45727,6,0,4,0,0
45729,56,15,12,44,13
45732,27,46,58,138,59
45734,3,0,0,10,9
45735,87,18,11,63,94
45740,3,8,4,18,11
45741,0,0,0,10,0
45742,81,22,129,77,20
45743,10,27,12,49,34
45744,70,17,61,73,52
45745,60,0,40,27,36
45746,1,0,0,0,0
45750,1172,451,780,790,831
45760,19,32,19,70,71
45761,94,5,20,76,118
45764,152,63,59,64,143
45766,33,22,0,104,67
45767,23,19,3,45,34
45768,57,15,34,64,10
45769,66,118,114,217,154
45770,9,11,0,13,9
45771,46,52,37,100,52
45772,68,14,19,71,11
45775,57,0,0,9,16
45776,20,8,20,0,21
45778,43,9,0,24,0
45779,9,3,13,17,0
45780,142,6,129,177,148
45782,1,10,0,8,3
45784,67,14,78,90,65
45786,89,28,87,83,35
45788,12,0,35,11,23
45801,397,190,431,447,273
45804,163,12,212,221,132
45805,962,340,753,697,679
45806,520,147,360,356,167
45807,202,131,317,487,200
45808,5,3,2,2,4
45809,0,3,0,0,0
45810,361,172,153,160,309
45812,15,3,0,20,63
45813,51,110,93,83,71
45814,74,69,80,53,76
45816,0,12,2,12,2
45817,343,146,146,431,558
45819,1,0,1,2,2
45820,13,0,2,20,14
45821,11,3,44,44,46
45822,534,356,453,581,227
45826,11,0,14,19,14
45827,70,44,31,105,10
45828,164,158,119,226,29
45830,77,106,88,189,175
45831,43,32,40,73,31
45832,78,68,86,78,40
45833,196,171,185,482,312
45835,13,9,0,28,9
45836,41,25,24,34,26
45838,0,0,0,2,0
45840,2930,889,2771,2068,1437
45841,0,5,12,51,30
45843,111,56,40,86,108
45844,148,42,86,104,60
45845,112,40,97,58,26
45846,70,44,57,80,47
45849,28,17,19,18,9
45850,95,19,55,149,28
45851,14,0,35,8,11
45853,63,17,82,73,56
45854,6,0,1,19,3
45855,0,2,8,2,2
45856,142,92,104,128,91
45858,65,28,85,87,79
45859,0,3,0,11,1
45860,67,42,68,71,0
45862,30,6,32,8,0
45863,35,6,2,21,12
45864,2,5,4,0,2
45865,222,90,273,197,61
45866,2,0,0,0,0
45867,32,9,52,17,43
45868,20,0,19,4,9
45869,227,92,164,166,137
45870,0,0,16,21,15
45871,105,28,49,73,52
45872,50,57,134,68,98
45873,46,20,5,99,16
45874,38,7,64,45,36
45875,390,355,468,451,227
45876,9,35,39,19,12
45877,70,52,55,80,76
45879,81,48,76,205,103
45880,19,20,37,63,29
45881,70,28,44,12,45
45882,81,22,57,95,47
45883,98,82,109,87,71
45885,508,125,215,491,102
45886,0,9,5,0,16
45887,126,42,88,131,91
45888,0,4,2,4,2
45889,16,26,76,40,52
45890,13,3,8,11,11
45891,343,197,360,560,222
45894,0,0,4,32,21
45895,373,252,525,587,300
45896,17,36,58,60,31
45898,11,39,67,0,7
45899,0,0,1,5,0
46001,212,225,272,274,73
46011,738,257,462,704,686
46012,880,304,504,676,596
46013,456,170,396,388,357
46016,120,105,129,124,239
46017,202,67,45,137,109
46030,93,27,43,63,69
46031,51,50,40,26,45
46032,6736,2035,4547,2522,3155
46033,5427,1902,4213,2221,2946
46034,410,181,319,281,275
46035,24,8,3,22,30
46036,237,173,108,167,232
46037,4460,2263,3700,1785,2658
46038,4087,1584,3864,1872,2827
46039,34,20,13,50,10
46040,785,219,794,349,550
46041,426,268,232,583,431
46044,88,6,75,54,74
46045,10,0,0,0,0
46047,0,24,0,0,0
46048,39,20,41,20,46
46049,12,5,6,9,3
46050,71,59,46,52,20
46051,98,76,112,151,103
46052,1034,528,506,450,749
46055,730,463,852,437,644
46056,82,10,64,45,37
46057,17,6,6,21,18
46058,54,49,46,134,59
46060,2769,954,2500,1657,2191
46062,2137,1155,2287,1081,1888
46063,1,0,0,0,37
46064,584,450,670,563,678
46065,59,88,79,118,61
46068,53,30,63,39,148
46069,275,125,211,150,125
46070,83,24,53,44,83
46071,139,85,119,100,29
46072,313,276,241,253,227
46074,4438,1193,2964,976,1694
46075,221,165,189,193,252
46076,25,21,16,35,37
46077,4375,1407,2672,1242,2034
46103,0,2,7,0,0
46104,28,30,28,34,8
46105,27,28,7,8,5
46106,332,131,283,272,216
46107,284,145,148,282,432
46110,32,0,0,16,0
46111,12,0,0,0,0
46112,2810,1280,2247,1379,1237
46113,305,179,304,155,499
46115,156,7,25,7,32
46117,0,26,0,15,0
46118,105,81,173,91,24
46120,124,131,112,182,143
46121,185,77,58,155,111
46122,803,402,559,481,432
46123,1981,1150,1964,1043,1242
46124,136,63,136,150,88
46125,0,0,0,11,0
46126,134,30,171,86,72
46127,0,22,0,0,6
46128,19,2,13,26,46
46130,77,70,80,47,59
46131,1495,412,724,925,1022
46133,10,0,1,10,1
46135,769,178,352,421,580
46140,1977,1011,986,952,1162
46142,1808,692,1328,1174,1347
46143,2859,1688,2197,1589,2245
46144,12,0,0,11,0
46146,11,0,0,0,0
46147,193,73,61,123,108
46148,67,43,97,153,123
46149,124,23,21,53,82
46150,31,17,15,4,0
46151,1191,472,521,760,579
46155,0,13,0,14,0
46156,19,0,8,38,0
46157,116,50,140,56,46
46158,617,301,570,520,515
46160,130,119,65,146,127
46161,50,21,51,100,61
46162,0,8,0,0,0
46163,634,248,731,513,434
46164,174,46,90,154,76
46165,55,14,49,22,2
46166,13,6,36,2,14
46167,324,209,290,226,150
46168,1420,783,1413,1094,1520
46171,53,40,4,21,24
46172,39,24,27,92,29
46173,362,198,185,240,203
46175,13,2,1,2,9
46176,701,289,654,570,495
46180,19,30,19,20,15
46181,147,174,75,78,113
46182,47,36,41,50,19
46184,459,208,349,254,419
46186,57,45,56,25,47
46201,915,290,384,269,833
46202,2087,488,842,420,1303
46203,996,259,551,468,897
46204,855,187,423,30,500
46205,2076,489,1041,526,2020
46208,1489,412,579,384,1288
46214,1094,386,787,546,942
46216,129,84,214,42,62
46217,2091,631,1552,1139,1356
46218,232,209,312,205,586
46219,1495,461,744,725,1708
46220,4222,1308,3354,1510,4742
46221,539,374,456,416,454
46222,599,223,494,269,403
46224,1113,576,710,543,814
46225,116,26,95,35,164
46226,1291,537,1117,518,1049
46227,2409,790,1428,1182,1541
46228,1323,394,763,555,967
46229,719,624,605,324,652
46231,569,195,631,178,286
46234,1774,736,1323,1158,1433
46235,1010,229,879,298,710
46236,2430,1080,2180,1269,2290
46237,2066,1036,2233,1333,1511
46239,1555,553,1186,892,994
46240,1997,812,1424,1104,1927
46241,383,138,253,335,332
46250,1916,760,1912,852,1650
46254,2101,817,1700,560,1282
46256,2197,1003,2030,1139,1944
46259,615,248,695,681,688
46260,3041,896,1489,1093,1970
46268,1957,821,1382,601,1516
46278,1358,434,562,206,466
46280,654,320,322,342,574
46290,26,0,83,22,71
46301,97,29,56,69,72
46303,292,196,272,214,300
46304,1512,703,871,833,1069
46307,3714,1883,2815,2154,2185
46310,208,200,204,201,156
46311,916,616,1148,789,888
46312,388,126,279,236,231
46319,458,166,482,418,315
46320,223,104,162,231,243
46321,2045,683,1615,1015,1335
46322,1146,620,1026,891,799
46323,515,269,417,241,575
46324,568,310,495,366,483
46327,133,135,91,147,180
46340,24,8,9,35,12
46341,280,127,181,258,171
46342,832,355,571,751,763
46345,0,8,0,3,7
46346,27,15,19,11,8
46347,240,109,136,160,80
46348,50,4,2,18,16
46349,37,0,64,36,0
46350,1478,628,886,1548,1121
46356,431,289,315,470,169
46360,1431,572,1002,1013,1426
46365,41,21,35,0,57
46366,152,101,66,126,127
46368,1116,362,1157,1041,808
46371,158,103,104,138,83
46373,976,498,868,688,710
46374,48,0,8,24,12
46375,1398,764,1104,1062,1080
46376,18,1,0,2,7
46377,0,18,0,0,0
46379,0,0,0,0,10
46381,0,0,0,15,42
46382,43,24,6,41,34
46383,2422,1095,1319,1306,1765
46385,2430,1048,1715,1389,1822
46390,53,38,43,34,40
46391,226,58,162,110,266
46392,222,83,127,180,106
46393,7,0,0,0,0
46394,277,128,310,258,264
46402,92,37,47,87,87
46403,281,285,493,394,604
46404,284,90,398,519,389
46405,124,71,69,60,98
46406,74,142,43,103,138
46407,109,44,286,81,163
46408,199,152,129,222,365
46409,84,47,91,90,143
46410,1414,800,1027,897,905
46501,49,54,63,53,30
46504,64,63,54,46,32
46506,310,168,180,215,190
46507,560,73,174,224,221
46508,0,0,2,0,0
46510,40,42,71,87,58
46511,198,63,112,162,142
46514,1291,389,996,1141,997
46516,598,228,474,568,793
46517,726,246,561,563,471
46524,29,6,50,70,38
46526,848,608,980,1237,1197
46528,647,324,626,536,705
46530,3188,1020,2481,1277,1797
46531,98,7,15,30,0
46532,75,0,26,37,31
46534,136,61,87,239,129
46536,78,58,91,72,73
46537,12,0,9,0,0
46538,112,71,133,182,93
46539,32,21,40,41,16
46540,299,271,115,249,206
46542,92,81,22,60,52
46543,33,18,13,38,26
46544,1340,399,1092,902,1010
46545,1443,405,924,492,1125
46550,115,122,193,339,327
46552,276,94,241,231,138
46553,60,51,28,82,59
46554,114,57,125,77,82
46555,85,40,72,60,62
46556,233,5,63,12,187
46561,413,273,651,477,487
46562,79,39,77,101,70
46563,610,478,646,683,585
46565,83,27,44,111,99
46567,454,137,353,503,157
46570,23,35,0,36,9
46571,5,22,26,46,0
46573,83,57,96,144,80
46574,203,83,190,191,116
46580,851,268,997,762,699
46582,563,117,539,419,243
46590,333,37,341,209,475
46601,166,66,66,77,283
46613,170,32,101,90,222
46614,1793,658,1059,1151,1396
46615,779,228,335,444,736
46616,347,96,93,131,339
46617,1064,208,559,422,1241
46619,383,123,260,173,296
46628,1104,351,851,564,609
46635,333,101,281,298,305
46637,1075,210,645,333,790
46701,169,68,93,160,137
46702,83,17,29,38,24
46703,760,186,683,570,522
46705,32,12,4,45,25
46706,905,200,568,846,580
46710,129,64,184,43,108
46711,136,80,181,356,124
46714,439,170,384,399,392
46721,83,28,73,84,85
46723,230,77,176,79,119
46725,699,577,639,816,597
46730,34,11,34,8,10
46731,0,0,11,15,0
46732,6,17,17,47,24
46733,501,168,428,457,324
46737,182,138,237,270,181
46738,162,53,142,77,246
46740,58,6,47,29,17
46741,79,76,115,223,181
46742,91,52,100,48,104
46743,32,0,34,56,28
46745,79,33,81,55,67
46746,86,45,53,57,36
46747,41,18,59,61,63
46748,404,85,290,201,130
46750,794,358,597,842,813
46755,487,251,335,441,391
46759,24,0,0,28,0
46760,7,0,8,38,0
46761,187,167,80,324,174
46763,55,45,28,63,16
46764,21,2,3,16,11
46765,323,123,358,157,215
46766,19,0,0,13,0
46767,66,25,147,134,42
46770,82,17,109,40,50
46772,48,16,37,63,14
46773,45,62,32,94,94
46774,641,245,652,500,278
46776,2,23,27,54,30
46777,142,44,160,136,116
46779,54,0,52,21,67
46781,21,0,11,3,12
46783,283,125,335,219,233
46784,40,39,56,61,29
46785,42,19,17,9,16
46787,41,62,49,61,42
46788,103,68,140,59,62
46791,30,0,39,24,14
46792,78,45,83,99,99
46793,35,33,73,71,54
46794,47,5,36,66,53
46795,82,15,90,249,83
46797,129,45,85,122,38
46798,33,34,48,11,35
46799,7,0,0,2,0
46802,356,144,273,130,405
46803,63,10,58,65,83
46804,1933,814,1702,1456,1492
46805,778,394,422,645,925
46806,239,217,204,175,266
46807,717,233,555,448,938
46808,437,234,467,312,610
46809,250,56,142,155,245
46814,1711,881,790,670,655
46815,1369,634,1086,1208,1095
46816,391,236,175,379,199
46818,1046,531,549,453,647
46819,238,85,158,272,180
46825,1486,705,1272,982,982
46835,2133,858,1841,1346,1467
46845,1708,641,1602,998,1168
